Phone Number,Account Length,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn,Upsell_Probability,Upsell_Prediction,Confidence_Level,Recommended_Product,Expected_Monthly_Revenue,Priority,Customer_Segment
328-6011,94,0,234.4,103,39.85,279.3,109,23.74,234.2,121,10.54,2.0,2,0.54,1,True,0.7568239214450582,1,High,Emergency Retention Package,86.21,HIGH,At-Risk VIPs (Save Immediately)
378-1303,84,0,181.5,129,30.86,130.7,112,11.11,186.5,118,8.39,8.5,4,2.3,1,False,0.3563371646873346,1,Low,Standard Upgrade Package,18.96,LOW,Regular Prospects (Standard Campaign)
402-5155,66,0,167.3,91,28.44,230.0,68,19.55,191.7,118,8.63,10.6,5,2.86,1,True,0.754925820834122,1,High,Emergency Retention Package,68.18,HIGH,At-Risk VIPs (Save Immediately)
333-5430,98,31,121.0,105,20.57,218.9,98,18.61,226.7,110,10.2,12.0,1,3.24,1,False,0.3565474290469336,1,Low,Standard Upgrade Package,18.97,LOW,Regular Prospects (Standard Campaign)
365-9696,74,0,221.1,124,37.59,110.8,94,9.42,240.1,112,10.8,10.6,3,2.86,0,False,0.35762211011762074,1,Low,Standard Upgrade Package,21.97,LOW,Regular Prospects (Standard Campaign)
410-4023,96,26,145.8,108,24.79,192.2,89,16.34,165.1,96,7.43,9.9,2,2.67,1,False,0.3562210920577208,1,Low,Standard Upgrade Package,18.44,LOW,Regular Prospects (Standard Campaign)
411-7649,119,0,222.8,122,37.88,163.2,107,13.87,160.6,112,7.23,11.2,6,3.02,1,False,0.35818251303941967,1,Low,Standard Upgrade Package,22.51,LOW,Regular Prospects (Standard Campaign)
338-4065,73,0,183.4,80,31.18,242.0,115,20.57,201.4,100,9.06,7.5,3,2.03,4,False,0.6066894765728427,1,High,Premium Support + Service Upgrade,46.36,HIGH,Problem Solvers (Fix Issues First)
421-9401,92,0,264.3,91,44.93,160.9,115,13.68,198.6,73,8.94,9.3,5,2.51,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
343-9658,21,0,146.0,78,24.82,109.7,79,9.32,247.4,108,11.13,6.8,7,1.84,0,False,0.7,1,Low,Starter Premium Features,26.6,MEDIUM,New Prospects (Gentle Approach)
332-5521,122,0,157.1,134,26.71,184.9,122,15.72,197.2,59,8.87,8.5,5,2.3,4,True,0.754576718728396,1,High,Emergency Retention Package,61.36,HIGH,At-Risk VIPs (Save Immediately)
349-4369,133,0,127.3,108,21.64,251.3,81,21.36,135.0,88,6.08,10.3,3,2.78,1,False,0.3566511186937286,1,Low,Standard Upgrade Package,18.7,LOW,Regular Prospects (Standard Campaign)
351-4288,145,0,187.9,110,31.94,197.0,117,16.75,167.0,108,7.52,4.8,4,1.3,2,False,0.35769218846708484,1,Low,Standard Upgrade Package,20.83,LOW,Regular Prospects (Standard Campaign)
422-5874,25,0,178.8,90,30.4,141.2,72,12.0,203.0,99,9.14,8.4,5,2.27,2,False,0.35604901913941067,1,Low,Standard Upgrade Package,19.35,LOW,Regular Prospects (Standard Campaign)
396-2324,64,0,97.2,80,16.52,186.2,90,15.83,189.0,92,8.5,10.4,6,2.81,2,False,0.3547091956769505,1,Low,Standard Upgrade Package,15.61,LOW,Regular Prospects (Standard Campaign)
416-5662,85,0,259.8,85,44.17,242.3,117,20.6,168.8,72,7.6,5.4,1,1.46,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
363-9663,126,0,256.5,112,43.61,199.5,90,16.96,188.3,122,8.47,7.0,5,1.89,3,False,0.6081522038988953,1,High,Premium Support + Service Upgrade,52.61,HIGH,Problem Solvers (Fix Issues First)
410-9477,76,0,169.5,77,28.82,124.0,87,10.54,219.4,92,9.87,10.0,3,2.7,0,False,0.3561748086869588,1,Low,Standard Upgrade Package,18.69,LOW,Regular Prospects (Standard Campaign)
352-4418,113,0,239.7,47,40.75,282.9,110,24.05,238.4,88,10.73,8.7,3,2.35,2,True,0.757288546028304,1,High,Emergency Retention Package,90.08,HIGH,At-Risk VIPs (Save Immediately)
361-6563,224,0,171.5,99,29.16,160.0,103,13.6,212.4,102,9.56,5.0,2,1.35,1,True,0.7551650128067225,1,High,Emergency Retention Package,61.58,HIGH,At-Risk VIPs (Save Immediately)
417-4404,117,0,239.9,84,40.78,174.8,106,14.86,209.5,93,9.43,9.8,2,2.65,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
372-8048,128,34,142.3,73,24.19,194.8,79,16.56,239.3,81,10.77,16.0,6,4.32,1,False,0.3573315730837543,1,Low,Standard Upgrade Package,20.2,LOW,Regular Prospects (Standard Campaign)
356-3646,115,0,184.1,98,31.3,327.0,73,27.8,212.5,106,9.56,7.5,6,2.03,2,False,0.35975952839308534,1,Low,Standard Upgrade Package,25.85,LOW,Regular Prospects (Standard Campaign)
351-9604,141,28,206.9,126,35.17,264.4,126,22.47,171.8,124,7.73,9.3,11,2.51,2,False,0.3594293948951859,1,Low,Standard Upgrade Package,24.78,LOW,Regular Prospects (Standard Campaign)
355-9581,51,0,259.9,114,44.18,176.2,94,14.98,77.2,112,3.47,15.3,1,4.13,1,False,0.3583161828018232,1,Low,Standard Upgrade Package,24.25,LOW,Regular Prospects (Standard Campaign)
396-5189,100,0,203.8,122,34.65,283.1,76,24.06,197.3,83,8.88,12.5,3,3.38,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
356-9187,96,45,248.8,124,42.3,140.3,77,11.93,263.6,102,11.86,10.3,2,2.78,3,False,0.6076806556347962,1,High,Premium Support + Service Upgrade,50.99,HIGH,Problem Solvers (Fix Issues First)
394-5537,112,16,221.6,110,37.67,130.2,123,11.07,200.0,108,9.0,11.3,3,3.05,1,False,0.35793856510283567,1,Low,Standard Upgrade Package,22.05,LOW,Regular Prospects (Standard Campaign)
408-2712,129,0,192.9,131,32.79,185.5,101,15.77,205.2,130,9.23,10.9,4,2.94,1,False,0.35811678015032317,1,Low,Standard Upgrade Package,22.04,LOW,Regular Prospects (Standard Campaign)
404-4486,163,0,122.4,129,20.81,113.4,108,9.64,180.2,97,8.11,12.5,7,3.38,1,False,0.3552072271423456,1,Low,Standard Upgrade Package,15.03,LOW,Regular Prospects (Standard Campaign)
355-1113,67,40,104.9,65,17.83,216.3,93,18.39,217.4,128,9.78,9.6,9,2.59,1,False,0.35560397647447456,1,Low,Standard Upgrade Package,17.44,LOW,Regular Prospects (Standard Campaign)
411-4674,140,0,173.2,91,29.44,196.8,106,16.73,209.3,128,9.42,11.2,5,3.02,3,False,0.6065580395442906,1,High,Premium Support + Service Upgrade,43.22,HIGH,Problem Solvers (Fix Issues First)
376-4519,49,0,119.4,69,20.3,273.3,92,23.23,214.4,153,9.65,12.4,7,3.35,2,False,0.35680404796620263,1,Low,Standard Upgrade Package,20.4,LOW,Regular Prospects (Standard Campaign)
365-5979,46,0,250.3,100,42.55,260.6,90,22.15,195.0,104,8.78,13.3,2,3.59,2,True,0.7567763901447655,1,High,Emergency Retention Package,88.97,HIGH,At-Risk VIPs (Save Immediately)
382-2879,148,0,178.3,98,30.31,282.6,110,24.02,181.0,98,8.15,11.4,4,3.08,1,False,0.3591231779479845,1,Low,Standard Upgrade Package,23.9,LOW,Regular Prospects (Standard Campaign)
420-1383,112,0,243.4,77,41.38,182.1,97,15.48,259.2,94,11.66,12.8,2,3.46,1,False,0.35989233455962216,1,Low,Standard Upgrade Package,26.33,LOW,Regular Prospects (Standard Campaign)
411-7390,78,0,155.0,106,26.35,175.3,101,14.9,155.6,125,7.0,11.8,5,3.19,2,False,0.35608000912264876,1,Low,Standard Upgrade Package,18.5,LOW,Regular Prospects (Standard Campaign)
383-8848,61,31,288.7,101,49.08,203.8,102,17.32,203.2,49,9.14,8.6,3,2.32,0,False,0.3603972125984102,1,Low,Standard Upgrade Package,28.55,LOW,Regular Prospects (Standard Campaign)
387-9301,58,29,240.4,80,40.87,118.9,91,10.11,164.2,108,7.39,11.2,3,3.02,1,False,0.35753439723378344,1,Low,Standard Upgrade Package,22.22,LOW,Regular Prospects (Standard Campaign)
399-3164,155,0,190.3,123,32.35,301.3,96,25.61,214.6,134,9.66,8.0,3,2.16,1,False,0.35993358416107396,1,Low,Standard Upgrade Package,25.53,LOW,Regular Prospects (Standard Campaign)
385-8997,100,0,278.0,76,47.26,176.7,74,15.02,219.5,126,9.88,8.3,4,2.24,0,True,0.7567683622918034,1,High,Emergency Retention Package,85.88,HIGH,At-Risk VIPs (Save Immediately)
352-6573,113,0,155.0,93,26.35,330.6,106,28.1,189.4,123,8.52,13.5,3,3.65,1,False,0.35904041043798784,1,Low,Standard Upgrade Package,24.28,LOW,Regular Prospects (Standard Campaign)
408-3384,81,0,153.5,99,26.1,197.6,102,16.8,198.5,86,8.93,6.3,2,1.7,2,False,0.3565155688167851,1,Low,Standard Upgrade Package,19.29,LOW,Regular Prospects (Standard Campaign)
419-6033,135,27,273.4,141,46.48,154.0,99,13.09,245.8,112,11.06,12.3,6,3.32,1,False,0.36038385453681293,1,Low,Standard Upgrade Package,27.11,LOW,Regular Prospects (Standard Campaign)
336-2090,99,0,155.3,93,26.4,265.7,95,22.58,145.7,67,6.56,12.4,4,3.35,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
343-7242,59,29,133.1,114,22.63,221.2,82,18.8,131.6,103,5.92,6.8,3,1.84,1,False,0.35555513994520954,1,Low,Standard Upgrade Package,17.65,LOW,Regular Prospects (Standard Campaign)
376-1713,135,0,246.8,129,41.96,187.8,121,15.96,154.5,109,6.95,12.6,5,3.4,1,False,0.3593709160857184,1,Low,Standard Upgrade Package,24.92,LOW,Regular Prospects (Standard Campaign)
381-5878,85,0,165.4,107,28.12,196.0,126,16.66,349.2,110,15.71,9.6,7,2.59,2,False,0.3582846349330084,1,Low,Standard Upgrade Package,22.91,LOW,Regular Prospects (Standard Campaign)
390-5470,70,0,59.5,103,10.12,257.2,106,21.86,208.3,86,9.37,11.1,6,3.0,0,False,0.3549421199222124,1,Low,Standard Upgrade Package,15.87,LOW,Regular Prospects (Standard Campaign)
414-4803,88,0,138.3,116,23.51,236.0,138,20.06,179.1,110,8.06,9.6,4,2.59,3,False,0.6055784275874093,1,High,Premium Support + Service Upgrade,39.84,HIGH,Problem Solvers (Fix Issues First)
382-5478,55,0,286.7,100,48.74,134.4,121,11.42,192.9,122,8.68,6.9,5,1.86,2,False,0.359099454742598,1,Low,Standard Upgrade Package,25.77,LOW,Regular Prospects (Standard Campaign)
333-7637,75,0,117.3,114,19.94,201.1,61,17.09,107.9,82,4.86,12.2,3,3.29,1,False,0.35498320372604936,1,Low,Standard Upgrade Package,16.17,LOW,Regular Prospects (Standard Campaign)
341-1647,79,21,264.3,79,44.93,202.8,118,17.24,173.4,92,7.8,6.3,3,1.7,4,False,0.6079107176650719,1,High,Premium Support + Service Upgrade,53.11,HIGH,Problem Solvers (Fix Issues First)
411-4232,85,0,127.9,107,21.74,271.2,124,23.05,202.2,76,9.1,12.5,5,3.38,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
339-2616,86,23,225.5,107,38.34,246.3,105,20.94,245.7,81,11.06,9.8,2,2.65,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
327-3850,91,0,149.0,115,25.33,245.3,105,20.85,260.0,94,11.7,8.3,3,2.24,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
328-7209,149,20,198.9,77,33.81,274.0,88,23.29,190.7,76,8.58,14.3,9,3.86,1,False,0.3597950179235997,1,Low,Standard Upgrade Package,25.43,LOW,Regular Prospects (Standard Campaign)
405-6189,97,0,256.4,125,43.59,273.9,100,23.28,222.7,101,10.02,11.1,1,3.0,1,True,0.7574045595839805,1,High,Emergency Retention Package,92.44,HIGH,At-Risk VIPs (Save Immediately)
418-6737,88,0,264.8,124,45.02,245.4,112,20.86,160.5,115,7.22,14.8,2,4.0,1,True,0.7569877134611042,1,High,Emergency Retention Package,89.07,HIGH,At-Risk VIPs (Save Immediately)
366-2212,60,0,98.2,88,16.69,180.5,69,15.34,223.6,69,10.06,9.3,2,2.51,2,False,0.35486305404738083,1,Low,Standard Upgrade Package,15.96,LOW,Regular Prospects (Standard Campaign)
356-1420,54,0,159.8,99,27.17,264.0,64,22.44,115.7,70,5.21,9.7,7,2.62,2,False,0.3568949635705013,1,Low,Standard Upgrade Package,20.74,LOW,Regular Prospects (Standard Campaign)
343-1323,11,28,190.6,86,32.4,220.1,122,18.71,180.3,80,8.11,6.0,3,1.62,3,False,0.1,0,Low,Basic Service Review,0.62,MINIMAL,Low Priority (Minimal Contact)
361-8239,109,0,184.0,120,31.28,120.4,119,10.23,153.7,86,6.92,11.0,3,2.97,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
384-1621,90,0,261.8,128,44.51,220.6,104,18.75,136.6,91,6.15,9.6,5,2.59,1,False,0.35961409521519483,1,Low,Standard Upgrade Package,26.31,LOW,Regular Prospects (Standard Campaign)
360-3525,115,0,147.9,109,25.14,228.4,117,19.41,299.7,90,13.49,9.6,9,2.59,3,False,0.6067546868574007,1,High,Premium Support + Service Upgrade,44.74,HIGH,Problem Solvers (Fix Issues First)
392-3813,144,18,106.4,109,18.09,108.1,113,9.19,208.4,111,9.38,10.1,5,2.73,1,False,0.354647819654575,1,Low,Standard Upgrade Package,14.08,LOW,Regular Prospects (Standard Campaign)
337-6898,91,0,133.7,75,22.73,195.3,87,16.6,280.5,89,12.62,5.9,2,1.59,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
366-8036,105,23,193.5,85,32.9,220.2,90,18.72,272.4,111,12.26,8.5,5,2.3,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
352-8327,71,0,178.2,113,30.29,167.8,94,14.26,182.1,111,8.19,13.6,3,3.67,3,True,0.7545778089910035,1,High,Emergency Retention Package,64.58,HIGH,At-Risk VIPs (Save Immediately)
334-9505,132,36,226.2,103,38.45,181.6,125,15.44,258.8,102,11.65,10.5,5,2.84,3,True,0.7563102725031287,1,High,Emergency Retention Package,78.8,HIGH,At-Risk VIPs (Save Immediately)
336-5702,112,0,170.4,103,28.97,200.2,71,17.02,258.3,100,11.62,11.6,4,3.13,1,False,0.358036042006783,1,Low,Standard Upgrade Package,22.04,LOW,Regular Prospects (Standard Campaign)
392-2381,86,32,70.9,163,12.05,166.7,121,14.17,244.9,105,11.02,11.1,5,3.0,3,False,0.6036419083897416,1,High,Premium Support + Service Upgrade,29.36,HIGH,Problem Solvers (Fix Issues First)
369-6880,41,34,194.4,63,33.05,254.9,110,21.67,160.2,115,7.21,17.2,9,4.64,2,False,0.358334423157564,1,Low,Standard Upgrade Package,24.19,LOW,Regular Prospects (Standard Campaign)
416-8697,44,0,240.3,146,40.85,164.6,83,13.99,240.7,106,10.83,10.6,2,2.86,1,False,0.358710332507746,1,Low,Standard Upgrade Package,24.94,LOW,Regular Prospects (Standard Campaign)
345-3451,78,0,75.0,116,12.75,248.7,87,21.14,176.0,83,7.92,9.5,6,2.57,3,False,0.6041487115828833,1,High,Premium Support + Service Upgrade,32.44,HIGH,Problem Solvers (Fix Issues First)
379-2514,149,0,69.1,117,11.75,136.3,100,11.59,181.7,53,8.18,6.3,3,1.7,1,False,0.35366015817718904,1,Low,Standard Upgrade Package,11.82,LOW,Regular Prospects (Standard Campaign)
418-6651,72,33,96.6,59,16.42,315.4,98,26.81,163.3,117,7.35,6.2,4,1.67,4,True,0.7541807539949752,1,High,Emergency Retention Package,59.73,HIGH,At-Risk VIPs (Save Immediately)
421-3528,139,20,214.6,101,36.48,235.1,132,19.98,162.8,132,7.33,14.8,12,4.0,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
329-9046,74,0,148.5,111,25.25,146.5,42,12.45,289.2,83,13.01,9.9,6,2.67,3,False,0.6054034653417678,1,High,Premium Support + Service Upgrade,39.2,HIGH,Problem Solvers (Fix Issues First)
406-3890,50,0,258.1,106,43.88,161.4,106,13.72,225.1,110,10.13,11.7,5,3.16,1,False,0.35913508883502426,1,Low,Standard Upgrade Package,25.85,LOW,Regular Prospects (Standard Campaign)
403-8904,141,23,149.7,112,25.45,162.5,118,13.81,220.3,115,9.91,7.6,2,2.05,3,False,0.6055334281980422,1,High,Premium Support + Service Upgrade,37.63,HIGH,Problem Solvers (Fix Issues First)
393-4086,140,0,149.8,134,25.47,164.4,98,13.97,294.7,124,13.26,8.1,2,2.19,1,False,0.3573170567406829,1,Low,Standard Upgrade Package,19.85,LOW,Regular Prospects (Standard Campaign)
400-1367,99,0,190.4,102,32.37,158.1,107,13.44,271.5,92,12.22,11.2,4,3.02,2,False,0.35796158715705945,1,Low,Standard Upgrade Package,22.14,LOW,Regular Prospects (Standard Campaign)
377-9473,166,0,181.4,108,30.84,253.8,54,21.57,112.3,94,5.05,11.6,6,3.13,1,False,0.35836191480322466,1,Low,Standard Upgrade Package,22.02,LOW,Regular Prospects (Standard Campaign)
396-3068,124,0,151.1,123,25.69,187.4,104,15.93,255.4,93,11.49,5.3,3,1.43,1,False,0.3571010057643436,1,Low,Standard Upgrade Package,19.71,LOW,Regular Prospects (Standard Campaign)
331-9293,74,0,155.7,116,26.47,173.7,63,14.76,257.4,97,11.58,8.1,4,2.19,0,False,0.3567416055500178,1,Low,Standard Upgrade Package,19.84,LOW,Regular Prospects (Standard Campaign)
347-1914,117,0,149.9,95,25.48,256.1,110,21.77,212.7,92,9.57,13.3,13,3.59,2,False,0.35801488103940626,1,Low,Standard Upgrade Package,21.92,LOW,Regular Prospects (Standard Campaign)
395-1962,85,0,222.3,132,37.79,231.5,101,19.68,223.5,75,10.06,11.0,2,2.97,3,False,0.607846151310346,1,High,Premium Support + Service Upgrade,52.23,HIGH,Problem Solvers (Fix Issues First)
401-5485,36,16,149.4,111,25.4,131.8,113,11.2,132.7,87,5.97,6.7,2,1.81,0,False,0.7,1,Low,Starter Premium Features,25.04,MEDIUM,New Prospects (Gentle Approach)
355-6560,102,0,233.8,103,39.75,221.6,131,18.84,146.9,106,6.61,12.8,3,3.46,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
363-3911,76,0,204.2,100,34.71,292.6,139,24.87,244.3,105,10.99,10.5,2,2.84,0,False,0.3598853257191012,1,Low,Standard Upgrade Package,26.85,LOW,Regular Prospects (Standard Campaign)
345-1998,165,0,242.9,126,41.29,209.8,65,17.83,228.4,126,10.28,0.0,0,0.0,1,False,0.35991364895044087,1,Low,Standard Upgrade Package,25.39,LOW,Regular Prospects (Standard Campaign)
361-5277,130,0,150.4,119,25.57,230.5,99,19.59,186.3,76,8.38,12.3,4,3.32,1,False,0.35749247224466824,1,Low,Standard Upgrade Package,20.58,LOW,Regular Prospects (Standard Campaign)
376-7145,78,0,208.9,119,35.51,252.4,132,21.45,280.2,120,12.61,12.8,7,3.46,0,False,0.35984592229318374,1,Low,Standard Upgrade Package,26.71,LOW,Regular Prospects (Standard Campaign)
375-2975,55,0,191.9,91,32.62,256.1,110,21.77,203.7,101,9.17,14.3,6,3.86,1,True,0.7557612121132306,1,High,Emergency Retention Package,77.53,HIGH,At-Risk VIPs (Save Immediately)
376-8573,92,0,130.7,113,22.22,260.6,122,22.15,244.2,98,10.99,9.4,2,2.54,2,True,0.7549480535822416,1,High,Emergency Retention Package,66.38,HIGH,At-Risk VIPs (Save Immediately)
366-7360,129,33,119.6,104,20.33,278.7,88,23.69,263.4,175,11.85,5.9,2,1.59,2,False,0.3576988513193028,1,Low,Standard Upgrade Package,20.82,LOW,Regular Prospects (Standard Campaign)
347-7898,18,0,273.6,93,46.51,114.6,116,9.74,250.6,120,11.28,8.2,4,2.21,1,False,0.35866758690595574,1,Low,Standard Upgrade Package,25.37,LOW,Regular Prospects (Standard Campaign)
390-7328,161,0,156.1,114,26.54,180.3,63,15.33,179.6,115,8.08,11.1,9,3.0,2,False,0.35706671296363823,1,Low,Standard Upgrade Package,19.13,LOW,Regular Prospects (Standard Campaign)
356-5491,93,36,178.7,134,30.38,178.6,102,15.18,126.8,82,5.71,8.0,4,2.16,2,False,0.3565151942460474,1,Low,Standard Upgrade Package,19.26,LOW,Regular Prospects (Standard Campaign)
373-3251,144,0,177.5,93,30.18,287.4,75,24.43,180.5,118,8.12,11.9,3,3.21,2,False,0.35915465068103597,1,Low,Standard Upgrade Package,24.04,LOW,Regular Prospects (Standard Campaign)
343-1965,75,0,211.3,61,35.92,105.6,119,8.98,175.9,63,7.92,9.7,4,2.62,4,True,0.7544626312853877,1,High,Emergency Retention Package,63.44,HIGH,At-Risk VIPs (Save Immediately)
378-8019,95,0,175.2,91,29.78,244.4,109,20.77,75.8,95,3.41,7.5,2,2.03,1,False,0.3569520619375316,1,Low,Standard Upgrade Package,20.22,LOW,Regular Prospects (Standard Campaign)
386-1548,126,23,114.3,102,19.43,190.3,103,16.18,240.4,111,10.82,12.6,7,3.4,3,False,0.6052633994259431,1,High,Premium Support + Service Upgrade,36.57,HIGH,Problem Solvers (Fix Issues First)
397-1649,124,28,251.4,104,42.74,225.1,89,19.13,251.9,121,11.34,7.5,5,2.03,1,False,0.3605628224444944,1,Low,Standard Upgrade Package,27.61,LOW,Regular Prospects (Standard Campaign)
366-7247,93,0,216.9,61,36.87,207.4,120,17.63,221.7,110,9.98,17.5,5,4.73,1,True,0.7561637938501857,1,High,Emergency Retention Package,79.71,HIGH,At-Risk VIPs (Save Immediately)
402-9691,109,26,217.2,138,36.92,145.5,111,12.37,280.7,76,12.63,9.3,3,2.51,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
334-9806,80,0,206.3,97,35.07,154.9,98,13.17,263.6,82,11.86,12.4,12,3.35,0,False,0.3581875377359167,1,Low,Standard Upgrade Package,23.04,LOW,Regular Prospects (Standard Campaign)
378-7733,41,0,159.3,66,27.08,125.9,75,10.7,261.9,76,11.79,11.1,5,3.0,1,False,0.3560257141934346,1,Low,Standard Upgrade Package,18.9,LOW,Regular Prospects (Standard Campaign)
407-2248,136,31,143.1,88,24.33,236.6,65,20.11,227.8,120,10.25,11.4,5,3.08,2,False,0.3577412840371904,1,Low,Standard Upgrade Package,20.93,LOW,Regular Prospects (Standard Campaign)
405-3916,92,0,154.0,122,26.18,329.8,88,28.03,288.0,117,12.96,5.6,2,1.51,3,True,0.7562055880451696,1,High,Emergency Retention Package,79.11,HIGH,At-Risk VIPs (Save Immediately)
407-2081,143,24,186.6,69,31.72,222.0,116,18.87,234.9,138,10.57,11.6,5,3.13,1,False,0.3588820231447595,1,Low,Standard Upgrade Package,23.41,LOW,Regular Prospects (Standard Campaign)
397-9148,118,26,170.8,114,29.04,199.5,125,16.96,169.7,98,7.64,9.6,5,2.59,5,True,0.7548331626620745,1,High,Emergency Retention Package,64.44,HIGH,At-Risk VIPs (Save Immediately)
415-4857,193,17,124.0,102,21.08,202.9,81,17.25,205.1,129,9.23,12.3,3,3.32,1,False,0.3570354208894493,1,Low,Standard Upgrade Package,18.38,LOW,Regular Prospects (Standard Campaign)
354-7314,73,0,198.3,94,33.71,279.3,101,23.74,146.2,87,6.58,14.8,8,4.0,3,False,0.6073787678523154,1,High,Premium Support + Service Upgrade,50.32,HIGH,Problem Solvers (Fix Issues First)
346-5611,62,0,172.8,101,29.38,204.8,97,17.41,240.8,90,10.84,9.1,8,2.46,2,False,0.3574891431232889,1,Low,Standard Upgrade Package,21.75,LOW,Regular Prospects (Standard Campaign)
349-4703,30,30,217.4,74,36.96,213.8,86,18.17,227.2,104,10.22,6.6,3,1.78,0,False,0.7,1,Low,Starter Premium Features,38.12,MEDIUM,New Prospects (Gentle Approach)
411-7778,60,29,265.9,113,45.2,215.8,94,18.34,108.1,82,4.86,14.0,12,3.78,0,True,0.7562353389152994,1,High,Emergency Retention Package,83.15,HIGH,At-Risk VIPs (Save Immediately)
421-1469,148,14,93.6,137,15.91,193.8,72,16.47,144.9,84,6.52,17.5,5,4.73,1,False,0.3553757631603635,1,Low,Standard Upgrade Package,15.64,LOW,Regular Prospects (Standard Campaign)
420-5990,96,0,98.2,100,16.69,307.2,88,26.11,182.5,120,8.21,7.6,1,2.05,2,False,0.35662301490801324,1,Low,Standard Upgrade Package,19.13,LOW,Regular Prospects (Standard Campaign)
389-4780,52,0,214.7,68,36.5,158.6,138,13.48,123.4,114,5.55,9.4,4,2.54,2,False,0.3569189190513353,1,Low,Standard Upgrade Package,20.97,LOW,Regular Prospects (Standard Campaign)
357-2735,87,0,168.2,92,28.59,224.7,100,19.1,169.5,99,7.63,12.9,3,3.48,1,False,0.3574270990083033,1,Low,Standard Upgrade Package,21.28,LOW,Regular Prospects (Standard Campaign)
409-4791,41,0,202.9,97,34.49,153.8,104,13.07,113.5,92,5.11,9.0,3,2.43,3,False,0.6052654231249506,1,High,Premium Support + Service Upgrade,40.44,HIGH,Problem Solvers (Fix Issues First)
380-5286,112,0,261.4,108,44.44,154.5,102,13.13,130.9,90,5.89,11.6,2,3.13,1,False,0.35884998988823835,1,Low,Standard Upgrade Package,24.25,LOW,Regular Prospects (Standard Campaign)
394-8402,88,0,73.3,86,12.46,161.4,82,13.72,239.6,76,10.78,8.2,3,2.21,4,True,0.7528019379129101,1,High,Emergency Retention Package,44.54,HIGH,At-Risk VIPs (Save Immediately)
392-1616,122,27,253.7,84,43.13,229.2,109,19.48,190.5,123,8.57,9.2,5,2.48,7,False,0.6085193055731458,1,High,Premium Support + Service Upgrade,54.7,HIGH,Problem Solvers (Fix Issues First)
364-1969,61,0,45.0,108,7.65,151.3,74,12.86,152.9,94,6.88,9.8,6,2.65,2,False,0.35235974230138845,1,Low,Standard Upgrade Package,10.63,LOW,Regular Prospects (Standard Campaign)
390-4152,87,0,231.3,105,39.32,171.7,108,14.59,67.7,136,3.05,13.0,6,3.51,1,False,0.3575666449839529,1,Low,Standard Upgrade Package,21.89,LOW,Regular Prospects (Standard Campaign)
367-7039,176,0,47.4,125,8.06,167.8,90,14.26,163.1,107,7.34,10.5,8,2.84,2,False,0.3537701805602103,1,Low,Standard Upgrade Package,11.57,LOW,Regular Prospects (Standard Campaign)
391-6607,30,0,227.4,88,38.66,182.5,100,15.51,191.7,134,8.63,12.5,3,3.38,0,False,0.7,1,Low,Starter Premium Features,37.56,MEDIUM,New Prospects (Gentle Approach)
379-6652,95,22,40.9,126,6.95,133.4,90,11.34,264.2,91,11.89,11.9,7,3.21,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
384-1833,46,0,124.8,133,21.22,157.3,143,13.37,199.3,72,8.97,8.6,4,2.32,2,False,0.35491682275608555,1,Low,Standard Upgrade Package,16.42,LOW,Regular Prospects (Standard Campaign)
403-2455,100,0,68.5,110,11.65,337.1,115,28.65,205.2,99,9.23,12.1,9,3.27,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
