Phone Number,Customer_Category,Priority_Score,Priority_Level,Customer_Value_Score,Satisfaction_Score,Risk_Score,Upsell_Priority_Encoded
755-5758,DO_NOT_DISTURB,3.5,MINIMAL,0.015219172004805803,0.8999999999999999,0.2,0
977-7785,STANDARD_UPSELL,31.396525137756225,LOW,0.027930502755124525,0.3,0.0,5
757-5779,PRIORITY_UPSELL_RETENTION,85.40495615764101,HIGH,0.01349853858803362,0.0,1.0,4
989-9999,STANDARD_UPSELL,30.905671376466334,LOW,0.018113427529326643,0.4,0.0,5
795-7987,STANDARD_UPSELL,31.59792089393921,LOW,0.03195841787878425,0.5,0.2,5
778-8795,STANDARD_UPSELL,30.498974730637364,LOW,0.009979494612747289,0.3,0.2,5
977-6899,DO_NOT_DISTURB,4.5,MINIMAL,0.01952662974516531,0.7,0.0,0
798-7767,STANDARD_UPSELL,31.63678981790766,LOW,0.032735796358153164,0.3,0.2,5
777-9688,STANDARD_UPSELL,31.636022769599105,LOW,0.032720455391982116,0.4,0.0,5
755-5955,STANDARD_UPSELL,30.581371671506467,LOW,0.011627433430129308,0.3,0.0,5
769-5878,PRIORITY_UPSELL_RETENTION,85.48407072012634,HIGH,0.01613569067087787,0.0,0.5,4
798-8597,PRIORITY_UPSELL_RETENTION,85.7729118529172,HIGH,0.025763728430573344,0.5,0.5,4
759-7797,STANDARD_UPSELL,30.97403989563696,LOW,0.01948079791273918,0.6,0.0,5
987-7969,STANDARD_UPSELL,30.826995898731905,LOW,0.01653991797463807,0.5,0.2,5
786-6977,STANDARD_UPSELL,31.542128145176232,LOW,0.03084256290352467,0.5,0.0,5
797-7796,PRIORITY_UPSELL_RETENTION,85.46326859145691,HIGH,0.015442286381896932,0.0,0.5,4
978-5576,PRIORITY_UPSELL_RETENTION,85.95667874738075,HIGH,0.03188929157935852,0.1,0.5,4
989-5975,DO_NOT_DISTURB,4.0,MINIMAL,0.03398727517202732,0.7999999999999999,0.0,0
988-7588,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.031319665891415265,0.3,0.3,1
775-5858,PRIORITY_UPSELL_RETENTION,85.55816114675467,HIGH,0.01860537155848902,0.0,0.5,4
777-9987,STANDARD_UPSELL,30.734972582647853,LOW,0.014699451652957048,0.4,0.0,5
797-6777,GENTLE_UPSELL,51.09830767161008,MEDIUM,0.027457691790252068,0.7,0.0,2
788-5959,GENTLE_UPSELL,50.54782796419229,MEDIUM,0.01369569910480724,0.7,0.2,2
958-7695,DO_NOT_DISTURB,4.5,MINIMAL,0.019050977820405872,0.7,0.0,0
788-6977,STANDARD_UPSELL,30.75123276983502,LOW,0.015024655396700396,0.4,0.0,5
777-8789,STANDARD_UPSELL,30.578540322223912,LOW,0.011570806444478221,0.3,0.2,5
987-5778,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.012875340125228183,0.3,0.3,1
757-7978,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.036968315990944266,0.3,0.3,1
787-7775,PRIORITY_UPSELL_RETENTION,85.96188318944132,HIGH,0.03206277298137721,0.0,0.5,4
989-8957,DO_NOT_DISTURB,4.5,MINIMAL,0.017842559596349863,0.7,0.0,0
795-6758,STANDARD_UPSELL,31.0022736051332,LOW,0.02004547210266405,0.3,0.0,5
799-5959,DO_NOT_DISTURB,4.0,MINIMAL,0.018898513671551338,0.7999999999999999,0.0,0
989-9677,STANDARD_UPSELL,30.930824493628002,LOW,0.018616489872560028,0.3,0.2,5
779-6555,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.03809070022538716,0.3,0.3,1
986-8665,DO_NOT_DISTURB,4.5,MINIMAL,0.013958922794793929,0.7,0.2,0
795-7776,STANDARD_UPSELL,30.757867094422533,LOW,0.015157341888450674,0.3,0.2,5
977-5557,STANDARD_UPSELL,30.578741522174145,LOW,0.011574830443482922,0.4,0.0,5
776-5577,GENTLE_UPSELL,51.27351719730125,MEDIUM,0.03183792993253135,0.7999999999999999,0.0,2
798-7998,DO_NOT_DISTURB,3.5,MINIMAL,0.03140811577184222,0.8999999999999999,0.2,0
758-8779,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.03246787029161529,0.4,0.3,1
789-9685,PRIORITY_UPSELL_RETENTION,85.39665743492809,HIGH,0.013221914497603042,0.0,0.5,4
977-5578,PRIORITY_UPSELL_RETENTION,85.42689692208988,HIGH,0.014229897402996183,0.1,0.5,4
985-7778,DO_NOT_DISTURB,4.5,MINIMAL,0.015667181315284162,0.7,0.0,0
798-6888,STANDARD_UPSELL,31.53385514919471,LOW,0.03067710298389422,0.3,0.0,5
777-5655,STANDARD_UPSELL,31.515706050573215,LOW,0.030314121011464266,0.5,0.0,5
779-5559,DO_NOT_DISTURB,4.5,MINIMAL,0.013713510671935963,0.7,0.0,0
777-7787,STANDARD_UPSELL,31.875429119839854,LOW,0.03750858239679707,0.4,0.0,5
777-7788,STANDARD_UPSELL,31.453965393585207,LOW,0.02907930787170413,0.3,0.0,5
957-8797,GENTLE_UPSELL,51.19977485119784,MEDIUM,0.02999437127994587,0.7,0.0,2
986-5678,PRIORITY_UPSELL_RETENTION,86.01959136699563,HIGH,0.03398637889985402,0.0,0.5,4
975-9699,STANDARD_UPSELL,31.672561704231704,LOW,0.033451234084634046,0.4,0.0,5
769-8758,GENTLE_UPSELL,51.3182472037117,MEDIUM,0.03295618009279242,0.7,0.0,2
756-7877,STANDARD_UPSELL,30.713405579243297,LOW,0.014268111584865954,0.3,0.2,5
989-6757,STANDARD_UPSELL,30.356960662447968,LOW,0.00713921324895934,0.3,0.2,5
798-5778,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.014961095489793779,0.3,0.3,1
778-8859,STANDARD_UPSELL,30.825752650089605,LOW,0.016515053001792113,0.3,0.0,5
786-9575,STANDARD_UPSELL,31.605439975114514,LOW,0.03210879950229029,0.6,0.0,5
767-8756,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.01655850686255711,0.3,0.3,1
785-8879,PRIORITY_UPSELL_RETENTION,85.485908252613,HIGH,0.016196941753766927,0.0,0.7,4
759-5985,STANDARD_UPSELL,31.620423372127743,LOW,0.032408467442554864,0.3,0.0,5
777-6955,STANDARD_UPSELL,31.752180229687095,LOW,0.03504360459374191,0.3,0.0,5
797-7755,STANDARD_UPSELL,30.62351656434839,LOW,0.012470331286967796,0.3,0.2,5
777-6596,STANDARD_UPSELL,31.555448442776793,LOW,0.03110896885553585,0.3,0.0,5
765-6855,PRIORITY_UPSELL_RETENTION,85.43773280619777,HIGH,0.014591093539925867,0.1,0.5,4
765-7688,STANDARD_UPSELL,30.526903997631994,LOW,0.010538079952639843,0.3,0.2,5
785-9875,STANDARD_UPSELL,30.831937915223563,LOW,0.016638758304471247,0.3,0.0,5
767-6776,STANDARD_UPSELL,30.805087085156714,LOW,0.01610174170313425,0.3,0.0,5
989-7595,STANDARD_UPSELL,30.665880684570308,LOW,0.013317613691406159,0.3,0.2,5
975-5999,STANDARD_UPSELL,30.693271581344945,LOW,0.013865431626898916,0.3,0.0,5
775-8888,PRIORITY_UPSELL_RETENTION,85.57177939045486,HIGH,0.01905931301516234,0.30000000000000004,0.5,4
775-6875,DO_NOT_DISTURB,4.5,MINIMAL,0.020785477473122798,0.7,0.0,0
767-8767,STANDARD_UPSELL,30.782235432521244,LOW,0.015644708650424884,0.3,0.0,5
988-5885,GENTLE_UPSELL,51.32424656792806,MEDIUM,0.03310616419820149,0.4,0.0,2
797-8659,DO_NOT_DISTURB,3.5,MINIMAL,0.016836998527472044,0.8999999999999999,0.0,0
776-5955,PRIORITY_UPSELL_RETENTION,86.17308244235775,HIGH,0.03910274807859161,0.30000000000000004,0.5,4
785-5785,STANDARD_UPSELL,31.490427081224,LOW,0.029808541624479944,0.3,0.0,5
988-5889,STANDARD_UPSELL,30.813596140819783,LOW,0.016271922816395647,0.3,0.2,5
769-6898,STANDARD_UPSELL,30.778394971615768,LOW,0.015567899432315369,0.5,0.2,5
797-5957,DO_NOT_DISTURB,4.0,MINIMAL,0.029981669735911126,0.7999999999999999,0.0,0
958-6759,STANDARD_UPSELL,31.62491788144085,LOW,0.032498357628817025,0.5,0.2,5
985-7658,STANDARD_UPSELL,31.714267866550653,LOW,0.03428535733101307,0.3,0.0,5
797-5785,PRIORITY_UPSELL_RETENTION,85.96887546463797,HIGH,0.03229584882126584,0.6000000000000001,0.5,4
787-7775,STANDARD_UPSELL,30.690099683109175,LOW,0.013801993662183511,0.3,0.0,5
795-5777,STANDARD_UPSELL,31.542417931733553,LOW,0.030848358634671082,0.3,0.2,5
797-9977,DO_NOT_DISTURB,4.5,MINIMAL,0.030189162791095476,0.7,0.0,0
787-9786,STANDARD_UPSELL,30.86841203699029,LOW,0.01736824073980577,0.5,0.0,5
769-7959,STANDARD_UPSELL,31.582546000512387,LOW,0.03165092001024771,0.3,0.2,5
769-9777,PRIORITY_UPSELL_RETENTION,85.47173089682158,HIGH,0.01572436322738631,0.1,0.5,4
766-9978,STANDARD_UPSELL,31.737212964723756,LOW,0.03474425929447511,0.3,0.0,5
757-7987,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.01780090787939789,0.5,0.3,1
759-7956,STANDARD_UPSELL,31.01024903776151,LOW,0.02020498075523023,0.4,0.0,5
775-7797,DO_NOT_DISTURB,4.5,MINIMAL,0.01971509672335437,0.7,0.2,0
985-6559,STANDARD_UPSELL,31.786818410569207,LOW,0.03573636821138418,0.4,0.0,5
778-8789,STANDARD_UPSELL,30.59570307741425,LOW,0.011914061548284963,0.3,0.0,5
975-6797,STANDARD_UPSELL,31.70879343279832,LOW,0.034175868655966425,0.5,0.0,5
759-5858,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.01859736461937919,0.4,0.3,1
795-5787,STANDARD_UPSELL,31.46116172618405,LOW,0.029223234523680953,0.3,0.2,5
778-9779,STANDARD_UPSELL,30.583634673632012,LOW,0.011672693472640239,0.3,0.2,5
987-6797,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.01800478441728683,0.6,0.3,1
989-7785,STANDARD_UPSELL,30.698180856065214,LOW,0.013963617121304289,0.3,0.0,5
798-9775,DO_NOT_DISTURB,4.5,MINIMAL,0.012732579936797616,0.7,0.0,0
758-9858,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.03441489731604538,0.3,0.3,1
787-8887,STANDARD_UPSELL,31.550020832359525,LOW,0.03100041664719051,0.3,0.0,5
766-8785,PRIORITY_UPSELL_RETENTION,85.81253965467717,HIGH,0.027084655155905548,0.4,0.5,4
985-9789,DO_NOT_DISTURB,4.5,MINIMAL,0.005167418926979401,0.7,0.2,0
985-5589,DO_NOT_DISTURB,4.5,MINIMAL,0.015037111980526843,0.7,0.0,0
797-7979,PRIORITY_UPSELL_RETENTION,86.02894558350675,HIGH,0.034298186116891984,0.0,0.5,4
797-5689,STANDARD_UPSELL,31.385601392987912,LOW,0.02771202785975822,0.4,0.0,5
787-9998,PRIORITY_UPSELL_RETENTION,85.46725402133264,HIGH,0.01557513404442113,0.1,0.5,4
759-6575,STANDARD_UPSELL,30.892135206427966,LOW,0.017842704128559355,0.3,0.2,5
769-9775,GENTLE_UPSELL,51.06905638083094,MEDIUM,0.026726409520773514,0.7,0.2,2
787-7887,STANDARD_UPSELL,30.587547792158844,LOW,0.011750955843176853,0.3,0.0,5
755-6775,STANDARD_UPSELL,31.575775127300314,LOW,0.03151550254600627,0.3,0.0,5
788-7598,STANDARD_UPSELL,31.32397044510829,LOW,0.026479408902165824,0.3,0.0,5
756-7777,DO_NOT_DISTURB,4.0,MINIMAL,0.014245543089458962,0.7999999999999999,0.0,0
777-9669,GENTLE_UPSELL,50.45507778501258,MEDIUM,0.011376944625314443,0.7,0.2,2
767-7767,STANDARD_UPSELL,30.843586124222604,LOW,0.016871722484452054,0.4,0.0,5
795-7988,STANDARD_UPSELL,30.723470274909776,LOW,0.014469405498195503,0.6,0.0,5
988-5577,STANDARD_UPSELL,31.487858504482727,LOW,0.029757170089654564,0.4,0.0,5
787-7597,STANDARD_UPSELL,31.310611696497137,LOW,0.026212233929942753,0.3,0.2,5
989-9775,STANDARD_UPSELL,30.726257658187247,LOW,0.014525153163744961,0.3,0.2,5
789-9688,DO_NOT_DISTURB,4.5,MINIMAL,0.009946215796759602,0.7,0.0,0
987-7795,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.017120369238206687,0.4,0.3,1
758-9797,GENTLE_UPSELL,50.505677915687215,MEDIUM,0.012641947892180327,0.7,0.0,2
759-9557,STANDARD_UPSELL,30.841000778698376,LOW,0.016820015573967555,0.4,0.0,5
776-7696,STANDARD_UPSELL,30.88608373542132,LOW,0.017721674708426387,0.3,0.0,5
769-5579,DO_NOT_DISTURB,4.5,MINIMAL,0.013677462481012205,0.7,0.0,0
977-7755,STANDARD_UPSELL,30.924749282131735,LOW,0.018494985642634715,0.4,0.0,5
978-7557,STANDARD_UPSELL,31.57933822558445,LOW,0.031586764511689035,0.4,0.0,5
776-9589,STANDARD_UPSELL,31.477431257674063,LOW,0.02954862515348129,0.3,0.2,5
779-5888,STANDARD_UPSELL,30.574352778994797,LOW,0.011487055579895938,0.3,0.2,5
769-7989,DO_NOT_DISTURB,4.0,MINIMAL,0.031323298167435364,0.7999999999999999,0.0,0
759-7877,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.016074455212870778,0.3,0.3,1
798-5569,STANDARD_UPSELL,31.56163962130836,LOW,0.031232792426167173,0.3,0.0,5
795-7968,STANDARD_UPSELL,31.589336311190568,LOW,0.03178672622381139,0.4,0.0,5
755-9858,STANDARD_UPSELL,30.619258514174348,LOW,0.012385170283486941,0.5,0.0,5
798-5776,STANDARD_UPSELL,30.678723634295324,LOW,0.013574472685906457,0.3,0.2,5
978-8568,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.018357513348567497,0.3,0.3,1
987-9899,STANDARD_UPSELL,30.708708265937197,LOW,0.01417416531874397,0.3,0.2,5
776-5977,GENTLE_UPSELL,50.52429273359336,MEDIUM,0.013107318339834076,0.4,0.0,2
989-5977,STANDARD_UPSELL,31.542883561109953,LOW,0.030857671222199026,0.4,0.0,5
769-6788,STANDARD_UPSELL,31.049885422279836,LOW,0.020997708445596706,0.4,0.0,5
757-7785,GENTLE_UPSELL,50.497956321276924,MEDIUM,0.012448908031923125,0.4,0.0,2
985-7779,STANDARD_UPSELL,30.68465801659345,LOW,0.013693160331869,0.7,0.0,5
985-7789,STANDARD_UPSELL,30.54725428233678,LOW,0.010945085646735611,0.3,0.0,5
789-9978,STANDARD_UPSELL,31.698876963125688,LOW,0.033977539262513755,0.6,0.0,5
777-5755,DO_NOT_DISTURB,4.5,MINIMAL,0.015195221056517608,0.7,0.2,0
985-6798,STANDARD_UPSELL,31.004236571100524,LOW,0.020084731422010445,0.4,0.0,5
755-9766,STANDARD_UPSELL,30.72168687968284,LOW,0.014433737593656794,0.4,0.0,5
987-7758,STANDARD_UPSELL,31.13170966819095,LOW,0.022634193363819,0.5,0.0,5
789-9685,DO_NOT_DISTURB,4.5,MINIMAL,0.014663483310394694,0.7,0.0,0
755-5797,STANDARD_UPSELL,30.704106759529292,LOW,0.014082135190585848,0.3,0.0,5
795-7559,STANDARD_UPSELL,30.898399726052325,LOW,0.01796799452104652,0.6,0.0,5
767-9795,STANDARD_UPSELL,31.07211115700376,LOW,0.021442223140075226,0.4,0.0,5
757-6766,GENTLE_UPSELL,50.48172255395631,MEDIUM,0.012043063848907758,0.7,0.2,2
796-9979,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.013205153566064798,0.4,0.3,1
759-9868,STANDARD_UPSELL,30.694805371053434,LOW,0.01389610742106869,0.4,0.0,5
769-5797,STANDARD_UPSELL,30.642984968580436,LOW,0.012859699371608678,0.3,0.2,5
797-7797,STANDARD_UPSELL,30.478520441313538,LOW,0.009570408826270787,0.3,0.2,5
776-5995,DO_NOT_DISTURB,4.5,MINIMAL,0.015134499653819052,0.7,0.2,0
776-9595,DO_NOT_DISTURB,4.5,MINIMAL,0.032592795617770245,0.7,0.2,0
797-8677,DO_NOT_DISTURB,4.5,MINIMAL,0.016849271029970397,0.7,0.0,0
758-7577,STANDARD_UPSELL,31.752049207034364,LOW,0.035040984140687306,0.4,0.0,5
988-6959,STANDARD_UPSELL,30.991386975691356,LOW,0.019827739513827096,0.3,0.0,5
955-7855,STANDARD_UPSELL,30.567083023567918,LOW,0.011341660471358324,0.3,0.0,5
765-6756,STANDARD_UPSELL,30.86285262044503,LOW,0.017257052408900554,0.3,0.2,5
986-9758,STANDARD_UPSELL,30.593224223483734,LOW,0.011864484469674695,0.3,0.0,5
787-9697,MINIMAL_CONTACT,10.852978301160269,MINIMAL,0.028432610038675622,0.3,0.3,3
768-5765,DO_NOT_DISTURB,4.0,MINIMAL,0.02878694510016987,0.7999999999999999,0.0,0
778-5975,STANDARD_UPSELL,30.663623227975155,LOW,0.013272464559503119,0.3,0.0,5
765-9759,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.022666017815448622,0.3,0.3,1
767-7979,STANDARD_UPSELL,30.600397274056174,LOW,0.012007945481123472,0.3,0.2,5
779-9878,DO_NOT_DISTURB,4.0,MINIMAL,0.017245288258906356,0.7999999999999999,0.0,0
755-5787,DO_NOT_DISTURB,4.5,MINIMAL,0.034902925598731066,0.7,0.0,0
775-7677,MINIMAL_CONTACT,10.839022138248136,MINIMAL,0.02796740460827119,0.3,0.3,3
757-9957,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.03764476643795303,0.6,0.3,1
778-7557,STANDARD_UPSELL,31.036440299583248,LOW,0.02072880599166492,0.3,0.0,5
798-8777,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.016359763331426504,0.3,0.5,1
957-7556,GENTLE_UPSELL,51.082397477494766,MEDIUM,0.027059936937369168,0.4,0.0,2
797-9758,STANDARD_UPSELL,30.78493510281822,LOW,0.01569870205636444,0.3,0.0,5
779-5557,MINIMAL_CONTACT,10.272800748732807,MINIMAL,0.009093358291093598,0.3,0.5,3
979-5769,STANDARD_UPSELL,30.686194226400648,LOW,0.013723884528012965,0.3,0.2,5
785-7557,GENTLE_UPSELL,50.51213636645219,MEDIUM,0.012803409161304718,0.4,0.0,2
989-5799,DO_NOT_DISTURB,3.5,MINIMAL,0.032192647919294666,0.8999999999999999,0.0,0
765-7957,MINIMAL_CONTACT,10.53309172726722,MINIMAL,0.017769724242240662,0.3,0.3,3
975-7577,STANDARD_UPSELL,30.99348065358087,LOW,0.01986961307161742,0.3,0.0,5
777-7959,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.017331507217941654,0.3,0.3,1
758-7796,STANDARD_UPSELL,31.11904006196974,LOW,0.022380801239394846,0.3,0.0,5
787-8955,STANDARD_UPSELL,31.743277767783994,LOW,0.03486555535567989,0.4,0.0,5
768-9885,STANDARD_UPSELL,31.58052546232488,LOW,0.03161050924649754,0.6,0.0,5
799-5967,STANDARD_UPSELL,31.05642061979751,LOW,0.021128412395950237,0.4,0.0,5
796-6798,GENTLE_UPSELL,50.635868043370635,MEDIUM,0.01589670108426585,0.7,0.0,2
796-5876,STANDARD_UPSELL,30.87389224684717,LOW,0.017477844936943415,0.3,0.0,5
758-7555,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.03288769315673873,0.3,0.3,1
768-7795,DO_NOT_DISTURB,4.5,MINIMAL,0.013756020933979854,0.7,0.0,0
758-5896,DO_NOT_DISTURB,4.5,MINIMAL,0.03399887142631928,0.7,0.0,0
799-6975,GENTLE_UPSELL,51.21427662109376,MEDIUM,0.03035691552734404,0.7,0.0,2
987-9665,STANDARD_UPSELL,30.844944247801735,LOW,0.016898884956034685,0.5,0.2,5
799-5597,STANDARD_UPSELL,31.021796242299896,LOW,0.02043592484599795,0.6,0.0,5
989-6588,GENTLE_UPSELL,51.35898729663348,MEDIUM,0.033974682415837024,0.7,0.0,2
758-5757,STANDARD_UPSELL,31.491836697573877,LOW,0.029836733951477554,0.4,0.0,5
979-7996,STANDARD_UPSELL,30.770229232621027,LOW,0.015404584652420528,0.3,0.0,5
759-9577,STANDARD_UPSELL,30.95604963875212,LOW,0.019120992775042416,0.3,0.0,5
975-9557,STANDARD_UPSELL,30.61863546608781,LOW,0.012372709321756225,0.3,0.0,5
977-7777,STANDARD_UPSELL,30.942072026064075,LOW,0.018841440521281522,0.6,0.0,5
797-5777,STANDARD_UPSELL,31.44224257040001,LOW,0.028844851408000173,0.3,0.2,5
778-5665,STANDARD_UPSELL,31.535199822449208,LOW,0.030703996448984135,0.3,0.0,5
778-5859,STANDARD_UPSELL,31.176363926791222,LOW,0.023527278535824463,0.3,0.2,5
977-7567,STANDARD_UPSELL,30.629341675285982,LOW,0.012586833505719652,0.3,0.2,5
759-8788,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.0215641322336741,0.3,0.3,1
777-7869,STANDARD_UPSELL,30.97199830117318,LOW,0.019439966023463606,0.3,0.0,5
799-9888,STANDARD_UPSELL,31.468213598259236,LOW,0.029364271965184707,0.3,0.2,5
985-5875,DO_NOT_DISTURB,4.5,MINIMAL,0.034648794531173144,0.7,0.0,0
987-6787,STANDARD_UPSELL,31.813263059559443,LOW,0.03626526119118884,0.7,0.0,5
755-5875,STANDARD_UPSELL,30.780252547318643,LOW,0.015605050946372843,0.3,0.0,5
786-5978,STANDARD_UPSELL,30.948211054304558,LOW,0.01896422108609116,0.5,0.0,5
789-6887,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.019968428349763354,0.4,0.3,1
798-7556,STANDARD_UPSELL,31.818851902949547,LOW,0.036377038058990896,0.4,0.0,5
779-9767,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.015600319803186873,0.3,0.3,1
977-9597,STANDARD_UPSELL,30.826264293984423,LOW,0.016525285879688458,0.5,0.2,5
775-5565,MINIMAL_CONTACT,10.886298566720649,MINIMAL,0.02954328555735495,0.3,0.3,3
786-7857,STANDARD_UPSELL,30.82627753607171,LOW,0.016525550721434187,0.3,0.2,5
769-6995,STANDARD_UPSELL,31.666009361038054,LOW,0.03332018722076107,0.7,0.2,5
787-5557,STANDARD_UPSELL,30.74048648658146,LOW,0.014809729731629187,0.7,0.0,5
757-7769,STANDARD_UPSELL,30.79854553712327,LOW,0.01597091074246541,0.3,0.2,5
977-6788,STANDARD_UPSELL,30.752747525737593,LOW,0.015054950514751895,0.4,0.0,5
788-9679,STANDARD_UPSELL,31.5314519686167,LOW,0.03062903937233401,0.3,0.0,5
795-5779,STANDARD_UPSELL,30.774118875588957,LOW,0.01548237751177917,0.3,0.0,5
777-5997,MINIMAL_CONTACT,10.844781468433204,MINIMAL,0.028159382281106825,0.3,0.3,3
758-7695,STANDARD_UPSELL,30.86282036795229,LOW,0.017256407359045736,0.4,0.0,5
988-5877,STANDARD_UPSELL,30.808160832306704,LOW,0.016163216646134057,0.3,0.2,5
757-5995,STANDARD_UPSELL,30.87234677032162,LOW,0.017446935406432384,0.4,0.0,5
797-5759,STANDARD_UPSELL,30.2918255969725,LOW,0.005836511939450013,0.3,0.2,5
798-5959,STANDARD_UPSELL,31.551410930912514,LOW,0.03102821861825026,0.3,0.2,5
785-6775,STANDARD_UPSELL,30.41635167023898,LOW,0.008327033404779647,0.3,0.2,5
779-5967,STANDARD_UPSELL,31.647103561978078,LOW,0.03294207123956152,0.7999999999999999,0.0,5
985-9787,DO_NOT_DISTURB,4.5,MINIMAL,0.013134210281110992,0.7,0.2,0
986-9788,GENTLE_UPSELL,50.52412012374222,MEDIUM,0.013103003093555464,0.4,0.0,2
755-9987,DO_NOT_DISTURB,4.0,MINIMAL,0.01801308376131298,0.7999999999999999,0.0,0
797-7977,STANDARD_UPSELL,30.708628127359347,LOW,0.01417256254718692,0.3,0.0,5
797-5876,STANDARD_UPSELL,30.80379191581636,LOW,0.01607583831632716,0.3,0.0,5
788-8998,STANDARD_UPSELL,31.4848951552508,LOW,0.029697903105016007,0.3,0.0,5
985-5589,STANDARD_UPSELL,31.2762700991835,LOW,0.025525401983669992,0.3,0.2,5
767-5598,STANDARD_UPSELL,31.4079846537263,LOW,0.028159693074525993,0.4,0.0,5
778-5887,STANDARD_UPSELL,30.64725170508306,LOW,0.012945034101661217,0.5,0.2,5
775-7697,STANDARD_UPSELL,30.87852578348724,LOW,0.01757051566974484,0.3,0.0,5
987-9766,DO_NOT_DISTURB,3.5,MINIMAL,0.01835168604318119,0.8999999999999999,0.0,0
767-5987,DO_NOT_DISTURB,3.5,MINIMAL,0.037354286663996004,0.8999999999999999,0.0,0
795-9579,STANDARD_UPSELL,30.76483569466049,LOW,0.01529671389320979,0.3,0.2,5
757-8899,STANDARD_UPSELL,30.53588967943943,LOW,0.01071779358878856,0.3,0.0,5
986-5887,DO_NOT_DISTURB,3.5,MINIMAL,0.03322423622842742,0.8999999999999999,0.0,0
798-7775,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.0202192880178604,0.6,0.3,1
767-8877,MINIMAL_CONTACT,10.905918033399306,MINIMAL,0.03019726777997689,0.4,0.3,3
777-7875,MINIMAL_CONTACT,10.35034274747239,MINIMAL,0.011678091582412977,0.3,0.5,3
797-6568,STANDARD_UPSELL,30.85434781053433,LOW,0.017086956210686555,0.3,0.0,5
776-7757,STANDARD_UPSELL,30.50223920227117,LOW,0.010044784045423368,0.3,0.2,5
765-5659,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.012979008850582327,0.3,0.3,1
799-9797,DO_NOT_DISTURB,4.5,MINIMAL,0.015100113184717654,0.7,0.0,0
788-7978,STANDARD_UPSELL,30.68129469482031,LOW,0.013625893896406166,0.3,0.0,5
759-7858,STANDARD_UPSELL,30.799995761562066,LOW,0.01599991523124129,0.3,0.0,5
778-9955,STANDARD_UPSELL,31.6649638284443,LOW,0.03329927656888598,0.5,0.2,5
985-7857,MINIMAL_CONTACT,10.397413046124912,MINIMAL,0.013247101537497074,0.4,0.3,3
759-8669,STANDARD_UPSELL,30.61616660517166,LOW,0.012323332103433188,0.3,0.2,5
758-8888,STANDARD_UPSELL,30.707339693761327,LOW,0.014146793875226549,0.3,0.0,5
989-7878,STANDARD_UPSELL,31.404147784656537,LOW,0.028082955693130716,0.3,0.0,5
957-5999,DO_NOT_DISTURB,4.0,MINIMAL,0.021588887347801164,0.7999999999999999,0.0,0
759-9998,STANDARD_UPSELL,31.715000060259772,LOW,0.03430000120519544,0.4,0.0,5
755-5887,STANDARD_UPSELL,30.84475297711957,LOW,0.016895059542391358,0.3,0.0,5
987-7887,STANDARD_UPSELL,31.0337441265203,LOW,0.020674882530406037,0.4,0.0,5
958-6855,STANDARD_UPSELL,30.760407014255524,LOW,0.015208140285110461,0.3,0.0,5
755-6889,DO_NOT_DISTURB,4.0,MINIMAL,0.014507785415649014,0.7999999999999999,0.0,0
788-8587,STANDARD_UPSELL,31.30236419423833,LOW,0.026047283884766594,0.3,0.2,5
975-7758,STANDARD_UPSELL,30.58278580820555,LOW,0.011655716164111016,0.3,0.2,5
985-9789,STANDARD_UPSELL,31.62616868781868,LOW,0.03252337375637362,0.3,0.0,5
797-7976,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.0305178982033827,0.3,0.3,1
787-5795,STANDARD_UPSELL,30.85773668238274,LOW,0.017154733647654786,0.3,0.2,5
985-5879,STANDARD_UPSELL,31.442778586322984,LOW,0.028855571726459667,0.3,0.0,5
799-8896,STANDARD_UPSELL,30.83912116225655,LOW,0.016782423245130965,0.3,0.0,5
758-9567,STANDARD_UPSELL,31.467922599845412,LOW,0.029358451996908248,0.5,0.0,5
798-7559,STANDARD_UPSELL,31.425391815416226,LOW,0.028507836308324513,0.4,0.0,5
