Phone Number,Customer_Category,Priority_Score,Priority_Level,Customer_Value_Score,Satisfaction_Score,Risk_Score,CustServ Calls,Account Length,Total_Charges
797-7579,PRIORITY_UPSELL_RETENTION,85.89286346089472,HIGH,0.029762115363157433,0.0,0.5,2,220,116.36
779-9676,PRIORITY_UPSELL_RETENTION,85.83395420060555,HIGH,0.027798473353518136,0.0,0.8,6,208,109.52
799-7978,PRIORITY_UPSELL_RETENTION,85.97677006932682,HIGH,0.03255900231089372,0.30000000000000004,0.5,2,262,123.86
767-7595,PRIORITY_UPSELL_RETENTION,85.9349615874525,HIGH,0.03116538624841677,0.6000000000000001,0.5,0,280,118.10000000000001
775-9599,PRIORITY_UPSELL_RETENTION,85.94406334012345,HIGH,0.03146877800411481,0.1,0.5,2,202,122.69
779-9689,PRIORITY_UPSELL_RETENTION,85.50485236040687,HIGH,0.016828412013562433,0.1,0.5,2,226,65.54
765-7689,PRIORITY_UPSELL_RETENTION,85.323523900042,HIGH,0.010784130001400065,0.0,1.0,8,22,55.34
987-8996,PRIORITY_UPSELL_RETENTION,85.83253967381798,HIGH,0.027751322460599026,0.0,0.7,2,92,116.19999999999999
798-5758,PRIORITY_UPSELL_RETENTION,85.97103818478006,HIGH,0.03236793949266843,0.2,0.7,2,289,122.97999999999999
788-6579,PRIORITY_UPSELL_RETENTION,85.8724056238526,HIGH,0.029080187461753556,0.1,0.5,2,89,115.25999999999999
758-9586,PRIORITY_UPSELL_RETENTION,85.61621905943889,HIGH,0.020540635314629463,0.0,0.8,8,222,81.21000000000001
777-9577,PRIORITY_UPSELL_RETENTION,85.34817833168756,HIGH,0.011605944389585662,0.0,0.5,2,82,54.52
788-7896,PRIORITY_UPSELL_RETENTION,85.49212705328672,HIGH,0.016404235109557484,0.1,0.5,2,200,65.83
985-6799,PRIORITY_UPSELL_RETENTION,85.93565222769433,HIGH,0.031188407589811357,0.30000000000000004,0.5,2,282,117.46000000000001
757-6878,PRIORITY_UPSELL_RETENTION,85.42640895486575,HIGH,0.014213631828858294,0.0,1.0,6,20,69.61
797-7587,PRIORITY_UPSELL_RETENTION,85.43559190936831,HIGH,0.01451973031227692,0.0,0.5,2,28,68.08
799-7765,PRIORITY_UPSELL_RETENTION,85.6021625813867,HIGH,0.020072086046223264,0.1,0.5,2,208,75.47
795-9597,PRIORITY_UPSELL_RETENTION,85.3979523565871,HIGH,0.013265078552903476,0.2,0.7,2,282,50.75
989-9885,PRIORITY_UPSELL_RETENTION,85.45287414469105,HIGH,0.015095804823035089,0.2,0.5,2,282,57.12
768-6859,PRIORITY_UPSELL_RETENTION,85.50721388913524,HIGH,0.016907129637841287,0.0,0.5,2,229,66.73
767-9765,PRIORITY_UPSELL_RETENTION,85.51910414701993,HIGH,0.017303471567331172,0.0,0.8,8,226,67.99
985-9589,PRIORITY_UPSELL_RETENTION,85.46806480371718,HIGH,0.015602160123905976,0.0,0.5,2,228,61.54
986-5875,PRIORITY_UPSELL_RETENTION,85.5764460007609,HIGH,0.019214866692030038,0.0,1.0,8,22,87.44
767-9799,PRIORITY_UPSELL_RETENTION,85.50096340321716,HIGH,0.016698780107238388,0.0,0.8,8,222,66.30000000000001
799-6578,PRIORITY_UPSELL_RETENTION,85.50043977711245,HIGH,0.016681325903748052,0.4,0.7,0,82,74.44
755-7899,PRIORITY_UPSELL_RETENTION,85.98385690747595,HIGH,0.03279523024919841,0.1,0.5,2,92,133.52
775-7998,PRIORITY_UPSELL_RETENTION,85.42777511217682,HIGH,0.01425917040589395,0.0,0.5,2,228,56.459999999999994
756-9558,PRIORITY_UPSELL_RETENTION,85.93574090319395,HIGH,0.03119136343979813,0.5,0.5,0,229,119.84
775-8987,PRIORITY_UPSELL_RETENTION,86.04293057837117,HIGH,0.034764352612372165,0.30000000000000004,0.8,8,288,126.67
789-7599,PRIORITY_UPSELL_RETENTION,85.29865999632574,HIGH,0.009955333210857923,0.0,0.5,2,29,50.830000000000005
799-5957,PRIORITY_UPSELL_RETENTION,85.39450266541073,HIGH,0.013150088847024096,0.1,0.5,2,88,55.88
775-7599,PRIORITY_UPSELL_RETENTION,86.00582762856398,HIGH,0.03352758761879917,0.30000000000000004,0.5,2,282,121.77999999999999
788-5985,PRIORITY_UPSELL_RETENTION,86.0318999211989,HIGH,0.03439666403996343,0.1,0.5,2,222,127.97
798-8955,PRIORITY_UPSELL_RETENTION,85.60850156670737,HIGH,0.02028338555691269,0.30000000000000004,0.5,2,282,76.13000000000001
765-5888,PRIORITY_UPSELL_RETENTION,85.43895042624501,HIGH,0.014631680874833651,0.0,0.5,2,228,58.14
777-5989,PRIORITY_UPSELL_RETENTION,86.05140813523994,HIGH,0.03504693784133121,0.0,0.5,2,222,135.76
799-9796,PRIORITY_UPSELL_RETENTION,86.0277058183514,HIGH,0.03425686061171301,0.1,0.5,2,228,128.07
988-6785,PRIORITY_UPSELL_RETENTION,85.38355651432626,HIGH,0.012785217144208431,0.1,0.5,2,28,61.419999999999995
758-7689,PRIORITY_UPSELL_RETENTION,86.02966290312666,HIGH,0.03432209677088883,0.4,0.5,0,92,140.18
998-7855,PRIORITY_UPSELL_RETENTION,85.4074903953939,HIGH,0.013583013179796795,0.0,0.5,2,86,61.7
988-7889,PRIORITY_UPSELL_RETENTION,86.01303707885724,HIGH,0.033767902628574736,0.1,0.5,2,228,125.6
788-9959,PRIORITY_UPSELL_RETENTION,85.88319309755887,HIGH,0.02943976991862927,0.4,0.5,0,228,114.44
797-8899,PRIORITY_UPSELL_RETENTION,85.61877568462621,HIGH,0.02062585615420736,0.1,0.8,8,222,80.72
768-6979,PRIORITY_UPSELL_RETENTION,86.03450026621697,HIGH,0.034483342207232134,0.4,0.5,0,208,134.67
786-9679,PRIORITY_UPSELL_RETENTION,85.94006606351186,HIGH,0.0313355354503956,0.1,0.5,2,222,116.93999999999998
798-5855,PRIORITY_UPSELL_RETENTION,85.41039963529941,HIGH,0.013679987843313684,0.1,0.5,2,92,61.42
755-6856,PRIORITY_UPSELL_RETENTION,85.62474655849891,HIGH,0.020824885283297047,0.5,0.5,0,226,80.60000000000001
759-7958,PRIORITY_UPSELL_RETENTION,85.9337314423243,HIGH,0.031124381410810253,0.1,0.5,2,88,122.76
797-9997,PRIORITY_UPSELL_RETENTION,85.4493900777714,HIGH,0.014979669259046598,0.1,0.5,2,80,63.68000000000001
797-7557,PRIORITY_UPSELL_RETENTION,86.03311703239245,HIGH,0.034437234413081816,0.30000000000000004,0.5,2,288,128.93
779-9799,PRIORITY_UPSELL_RETENTION,85.71322419218566,HIGH,0.02377413973952202,0.1,0.5,2,208,88.9
799-5855,PRIORITY_UPSELL_RETENTION,85.51185137075078,HIGH,0.017061712358359325,0.4,0.5,0,68,75.58
958-6965,PRIORITY_UPSELL_RETENTION,85.96933458013858,HIGH,0.03231115267128604,0.2,0.8,8,280,122.6
795-9697,PRIORITY_UPSELL_RETENTION,85.85899734779291,HIGH,0.02863324492643013,0.1,0.5,2,22,116.92000000000002
989-5589,PRIORITY_UPSELL_RETENTION,85.46631513559815,HIGH,0.015543837853271934,0.4,0.7,0,222,62.790000000000006
775-9679,PRIORITY_UPSELL_RETENTION,85.58823322059531,HIGH,0.019607774019843566,0.0,0.5,2,228,76.91000000000001
988-6755,PRIORITY_UPSELL_RETENTION,85.41076113765199,HIGH,0.013692037921732975,0.4,0.5,0,228,54.32
798-9786,PRIORITY_UPSELL_RETENTION,86.10717174152613,HIGH,0.036905724717537766,0.1,0.8,8,22,148.57999999999998
799-8859,PRIORITY_UPSELL_RETENTION,85.5358935354774,HIGH,0.017863117849246848,0.0,0.8,8,209,71.04
985-5985,PRIORITY_UPSELL_RETENTION,85.56829367594801,HIGH,0.018943122531600427,0.30000000000000004,0.5,2,282,70.60000000000001
796-6597,PRIORITY_UPSELL_RETENTION,85.39580376992932,HIGH,0.013193458997644006,0.4,0.5,0,68,61.71000000000001
777-9599,PRIORITY_UPSELL_RETENTION,85.50077398536243,HIGH,0.0166924661787476,0.2,0.5,2,282,63.21
777-8988,PRIORITY_UPSELL_RETENTION,85.60675894002917,HIGH,0.020225298000971996,0.4,0.7,0,222,80.14
995-9587,PRIORITY_UPSELL_RETENTION,86.45141114748144,HIGH,0.04838037158271448,0.30000000000000004,0.8,8,280,178.26
795-5579,PRIORITY_UPSELL_RETENTION,85.50014770415781,HIGH,0.016671590138593928,0.5,0.5,0,90,72.85
999-7995,PRIORITY_UPSELL_RETENTION,85.35642160091024,HIGH,0.011880720030341248,0.0,0.5,2,62,56.92
777-5986,PRIORITY_UPSELL_RETENTION,85.61951725688343,HIGH,0.020650575229447566,0.4,0.5,0,222,80.96000000000001
757-7577,PRIORITY_UPSELL_RETENTION,85.6422355138983,HIGH,0.021407850463276572,0.6000000000000001,0.5,0,282,80.6
797-9769,PRIORITY_UPSELL_RETENTION,85.46795726858558,HIGH,0.015598575619519339,0.2,0.5,2,262,60.19
755-9978,PRIORITY_UPSELL_RETENTION,85.49762526410599,HIGH,0.016587508803533196,0.2,0.5,2,282,62.8
778-9557,PRIORITY_UPSELL_RETENTION,85.86291145794901,HIGH,0.0287637152649669,0.5,0.5,0,62,120.04
798-7889,PRIORITY_UPSELL_RETENTION,85.49514407545777,HIGH,0.016504802515258876,0.1,0.8,8,229,64.69
988-9858,PRIORITY_UPSELL_RETENTION,85.44270559780632,HIGH,0.014756853260210579,0.0,0.8,8,88,66.32000000000001
756-7998,PRIORITY_UPSELL_RETENTION,85.55047102586093,HIGH,0.018349034195364117,0.0,0.8,6,209,73.6
797-9695,PRIORITY_UPSELL_RETENTION,85.43765990958835,HIGH,0.01458866365294496,0.6000000000000001,0.5,0,282,55.050000000000004
758-9555,PRIORITY_UPSELL_RETENTION,85.40017542421073,HIGH,0.013339180807024469,0.5,0.5,0,82,59.98
756-5785,PRIORITY_UPSELL_RETENTION,85.50755368337136,HIGH,0.01691845611237846,0.30000000000000004,0.5,2,280,62.97
777-9959,PRIORITY_UPSELL_RETENTION,85.47415687669093,HIGH,0.015805229223030844,0.6000000000000001,0.5,0,289,59.56
775-5989,PRIORITY_UPSELL_RETENTION,85.95308063853615,HIGH,0.03176935461787182,0.5,0.5,0,82,125.33000000000001
999-9799,PRIORITY_UPSELL_RETENTION,85.41407002420138,HIGH,0.013802334140046096,0.0,1.0,8,89,63.059999999999995
987-9799,PRIORITY_UPSELL_RETENTION,85.52230814991411,HIGH,0.017410271663803566,0.0,0.5,2,228,68.8
769-9989,PRIORITY_UPSELL_RETENTION,85.75475350687546,HIGH,0.025158450229182113,0.1,0.5,2,222,93.6
996-7679,PRIORITY_UPSELL_RETENTION,85.45513780797597,HIGH,0.01517126026586589,0.0,0.7,2,92,68.78999999999999
988-6676,PRIORITY_UPSELL_RETENTION,85.59971304287014,HIGH,0.019990434762337844,0.5,0.5,0,22,84.04
765-5787,PRIORITY_UPSELL_RETENTION,86.11889112784328,HIGH,0.03729637092810942,0.6000000000000001,0.5,0,282,141.07999999999998
757-7897,PRIORITY_UPSELL_RETENTION,85.56516696067486,HIGH,0.018838898689161977,0.0,0.5,2,228,74.32
789-9856,PRIORITY_UPSELL_RETENTION,85.58170353411488,HIGH,0.01939011780382947,0.1,0.5,2,220,76.11999999999999
779-5557,PRIORITY_UPSELL_RETENTION,85.36048942804423,HIGH,0.012016314268141245,0.0,0.5,2,98,55.410000000000004
755-9899,PRIORITY_UPSELL_RETENTION,85.46623918125864,HIGH,0.015541306041954715,0.0,0.7,2,28,73.38
785-9997,PRIORITY_UPSELL_RETENTION,85.41145646079923,HIGH,0.01371521535997445,0.0,0.7,2,88,63.12
799-6695,PRIORITY_UPSELL_RETENTION,85.52492458627496,HIGH,0.017497486209165653,0.0,0.5,2,228,69.4
758-5697,PRIORITY_UPSELL_RETENTION,85.4569393605174,HIGH,0.01523131201724659,0.0,0.5,2,96,67.57
769-7987,PRIORITY_UPSELL_RETENTION,85.42131264220235,HIGH,0.014043754740078265,0.2,0.5,2,268,53.660000000000004
799-6855,PRIORITY_UPSELL_RETENTION,85.53121192214472,HIGH,0.01770706407149055,0.1,0.5,2,22,79.96
798-9759,PRIORITY_UPSELL_RETENTION,85.4808733625497,HIGH,0.0160291120849902,0.0,0.5,2,22,74.13999999999999
995-7578,PRIORITY_UPSELL_RETENTION,85.4025280785766,HIGH,0.013417602619219591,0.4,0.5,0,22,64.69
998-9677,PRIORITY_UPSELL_RETENTION,85.45891221827854,HIGH,0.015297073942617874,0.1,0.5,2,222,59.97
779-7585,PRIORITY_UPSELL_RETENTION,85.51789678316266,HIGH,0.017263226105422032,0.0,0.5,2,228,68.27
797-9677,PRIORITY_UPSELL_RETENTION,85.60880229098063,HIGH,0.020293409699354555,0.6000000000000001,0.5,0,288,76.33000000000001
757-7587,PRIORITY_UPSELL_RETENTION,85.57578709507776,HIGH,0.01919290316925859,0.0,0.8,8,228,75.75
988-8775,PRIORITY_UPSELL_RETENTION,85.52587665727532,HIGH,0.017529221909177314,0.0,0.8,6,98,76.23
796-9768,PRIORITY_UPSELL_RETENTION,85.77802710880893,HIGH,0.02593423696029766,0.1,0.8,8,2,112.25999999999999
995-8899,PRIORITY_UPSELL_RETENTION,85.41564018284268,HIGH,0.013854672761422684,0.0,0.8,6,98,62.16
799-9595,PRIORITY_UPSELL_RETENTION,85.56165222258635,HIGH,0.018721740752878257,0.0,0.8,8,99,80.27000000000001
789-5977,PRIORITY_UPSELL_RETENTION,86.06946857625819,HIGH,0.03564895254193955,0.2,0.5,2,260,136.1
785-9978,PRIORITY_UPSELL_RETENTION,86.00932356912267,HIGH,0.03364411897075591,0.4,0.5,0,228,129.87
999-7995,PRIORITY_UPSELL_RETENTION,85.9564766358203,HIGH,0.03188255452734299,0.0,0.5,2,222,123.91
999-7996,PRIORITY_UPSELL_RETENTION,85.41377866445058,HIGH,0.013792622148352397,0.0,0.5,2,99,62.32
999-6599,PRIORITY_UPSELL_RETENTION,85.97468983565288,HIGH,0.03248966118842929,0.0,1.0,8,82,134.4
767-8959,PRIORITY_UPSELL_RETENTION,85.43586704424665,HIGH,0.014528901474888067,0.2,1.0,8,282,55.349999999999994
796-7687,PRIORITY_UPSELL_RETENTION,85.50302102510523,HIGH,0.016767367503507383,0.0,0.5,2,208,67.28
996-7599,PRIORITY_UPSELL_RETENTION,86.02503857593994,HIGH,0.03416795253133167,0.1,0.5,2,228,127.35000000000001
775-5967,PRIORITY_UPSELL_RETENTION,85.6057689574717,HIGH,0.020192298582390012,0.0,0.8,8,222,79.86
779-7698,PRIORITY_UPSELL_RETENTION,85.70258574077208,HIGH,0.023419524692402684,0.30000000000000004,0.8,8,269,88.36
777-9787,PRIORITY_UPSELL_RETENTION,85.49155942242731,HIGH,0.01638531408091035,0.0,0.7,2,208,67.77
998-7755,PRIORITY_UPSELL_RETENTION,85.45421961887835,HIGH,0.015140653962612017,0.0,0.7,2,88,68.8
777-5899,PRIORITY_UPSELL_RETENTION,85.44155897343954,HIGH,0.014718632447984785,0.0,0.7,2,82,66.91999999999999
797-5897,PRIORITY_UPSELL_RETENTION,85.5624701350952,HIGH,0.018749004503173454,0.1,0.5,2,202,74.53
985-7775,PRIORITY_UPSELL_RETENTION,85.46313584898859,HIGH,0.015437861632952802,0.2,0.5,2,280,58.64000000000001
795-6697,PRIORITY_UPSELL_RETENTION,85.56072291373022,HIGH,0.01869076379100747,0.2,0.8,8,282,70.67999999999999
778-9979,PRIORITY_UPSELL_RETENTION,86.00867702829842,HIGH,0.033622567609947474,0.5,0.5,0,28,135.49
999-9877,PRIORITY_UPSELL_RETENTION,85.36658608675164,HIGH,0.012219536225054778,0.0,0.8,8,88,56.29
758-7699,PRIORITY_UPSELL_RETENTION,85.99467231354825,HIGH,0.03315574378494163,0.0,0.7,2,22,140.17999999999998
795-9977,PRIORITY_UPSELL_RETENTION,85.50231196941094,HIGH,0.01674373231369813,0.1,0.5,2,228,65.17999999999999
788-9998,PRIORITY_UPSELL_RETENTION,85.66071274952054,HIGH,0.02202375831735124,0.0,0.5,2,208,87.21000000000001
797-9986,PRIORITY_UPSELL_RETENTION,85.49901936877069,HIGH,0.016633978959022955,0.0,0.5,2,20,76.60999999999999
958-8897,PRIORITY_UPSELL_RETENTION,85.66088069281732,HIGH,0.022029356427243976,0.1,0.5,2,200,87.14
779-9859,PRIORITY_UPSELL_RETENTION,86.10182671150055,HIGH,0.036727557050018254,0.30000000000000004,0.5,2,262,135.21
789-9758,PRIORITY_UPSELL_RETENTION,85.46207601901959,HIGH,0.01540253396731966,0.1,0.8,8,88,68.06
767-7885,PRIORITY_UPSELL_RETENTION,85.9198483204749,HIGH,0.030661610682496517,0.4,0.7,0,60,128.89
989-9778,PRIORITY_UPSELL_RETENTION,85.99924318424956,HIGH,0.0333081061416521,0.4,0.5,0,86,136.78
759-8995,PRIORITY_UPSELL_RETENTION,85.41420261681935,HIGH,0.01380675389397827,0.0,0.7,2,222,55.98
959-9896,PRIORITY_UPSELL_RETENTION,85.50239759238508,HIGH,0.016746586412835968,0.0,0.7,2,82,74.61
775-9988,PRIORITY_UPSELL_RETENTION,86.1378553122083,HIGH,0.03792851040694346,0.1,0.5,2,202,147.26000000000002
958-8957,PRIORITY_UPSELL_RETENTION,85.3605364494058,HIGH,0.012017881646859935,0.0,0.7,2,28,59.92
789-6955,PRIORITY_UPSELL_RETENTION,85.39705381366736,HIGH,0.01323512712224536,0.4,0.7,0,26,64.52000000000001
796-9888,PRIORITY_UPSELL_RETENTION,85.42135234814187,HIGH,0.014045078271395364,0.0,0.8,6,208,57.12
799-9979,PRIORITY_UPSELL_RETENTION,85.35168764581553,HIGH,0.01172292152718422,0.4,0.5,0,82,54.64
789-6877,PRIORITY_UPSELL_RETENTION,86.03846939471192,HIGH,0.03461564649039729,0.1,0.5,2,222,133.33999999999997
778-9787,PRIORITY_UPSELL_RETENTION,85.45781453018668,HIGH,0.015260484339556016,0.0,1.0,8,68,69.66
779-6589,PRIORITY_UPSELL_RETENTION,86.0478145678891,HIGH,0.03492715226297019,0.0,1.0,8,228,135.59
775-7977,PRIORITY_UPSELL_RETENTION,85.55731393688103,HIGH,0.018577131229367674,0.1,0.5,2,200,74.11
795-5989,PRIORITY_UPSELL_RETENTION,85.48355385247856,HIGH,0.016118461749285565,0.1,0.8,8,222,63.290000000000006
989-5877,PRIORITY_UPSELL_RETENTION,85.46457040781665,HIGH,0.015485680260554958,0.0,0.5,2,222,61.66
799-5957,PRIORITY_UPSELL_RETENTION,85.3567798839225,HIGH,0.011892662797416678,0.0,0.8,8,228,47.47
799-7995,PRIORITY_UPSELL_RETENTION,85.36653093286309,HIGH,0.012217697762102745,0.4,0.5,0,22,60.38999999999999
999-5955,PRIORITY_UPSELL_RETENTION,85.45864985488426,HIGH,0.015288328496141687,0.0,0.7,2,226,62.06
985-8978,PRIORITY_UPSELL_RETENTION,85.54152244877905,HIGH,0.018050748292634897,0.30000000000000004,0.5,2,288,67.4
755-5966,PRIORITY_UPSELL_RETENTION,85.5874122931338,HIGH,0.019580409771126513,0.0,0.8,8,82,84.44
789-5775,PRIORITY_UPSELL_RETENTION,85.61310305162965,HIGH,0.02043676838765517,0.1,0.5,2,82,87.44
987-9999,PRIORITY_UPSELL_RETENTION,86.1007140069496,HIGH,0.03669046689832029,0.2,0.5,2,288,138.4
797-7859,PRIORITY_UPSELL_RETENTION,85.46833525503911,HIGH,0.015611175167970462,0.0,0.5,2,26,72.98
777-9977,PRIORITY_UPSELL_RETENTION,85.95706507672195,HIGH,0.03190216922406498,0.1,0.5,2,220,122.94000000000001
788-9585,PRIORITY_UPSELL_RETENTION,85.55553749077447,HIGH,0.01851791635914888,0.0,0.5,2,229,72.84
777-9569,PRIORITY_UPSELL_RETENTION,85.31233787570949,HIGH,0.010411262523649628,0.4,0.5,0,82,49.77
759-5689,PRIORITY_UPSELL_RETENTION,85.90050088708317,HIGH,0.030016696236105624,0.1,0.5,2,22,127.07
775-5998,PRIORITY_UPSELL_RETENTION,85.49992599977942,HIGH,0.01666419999264754,0.0,0.5,2,222,66.31
778-7888,PRIORITY_UPSELL_RETENTION,85.91771803677553,HIGH,0.030590601225851083,0.1,0.5,2,62,122.15
789-8659,PRIORITY_UPSELL_RETENTION,85.53775963158542,HIGH,0.017925321052847082,0.0,1.0,8,222,71.41
777-7797,PRIORITY_UPSELL_RETENTION,85.40019290387397,HIGH,0.013339763462465728,0.0,1.0,8,222,54.15
775-9976,PRIORITY_UPSELL_RETENTION,85.44853082445657,HIGH,0.014951027481885848,0.0,0.5,2,208,60.449999999999996
787-6859,PRIORITY_UPSELL_RETENTION,85.877639619861,HIGH,0.02925465399536689,0.5,0.5,0,80,116.81
755-8785,PRIORITY_UPSELL_RETENTION,85.76731642576648,HIGH,0.025577214192216,0.0,0.7,2,222,100.67999999999999
778-9975,PRIORITY_UPSELL_RETENTION,85.93947286481318,HIGH,0.03131576216043929,0.2,0.5,2,288,118.4
755-8887,PRIORITY_UPSELL_RETENTION,85.40668392784733,HIGH,0.01355613092824432,0.0,0.5,2,98,61.46
795-7856,PRIORITY_UPSELL_RETENTION,85.54626204054325,HIGH,0.018208734684775053,0.1,0.8,8,92,78.16000000000001
788-6997,PRIORITY_UPSELL_RETENTION,86.00879175088566,HIGH,0.033626391696188716,0.2,0.5,2,289,126.91
778-7958,PRIORITY_UPSELL_RETENTION,85.44738574907315,HIGH,0.014912858302438102,0.0,0.8,8,62,68.34
765-9798,PRIORITY_UPSELL_RETENTION,85.66872074137126,HIGH,0.022290691379041976,0.0,0.5,2,206,88.44
779-5577,PRIORITY_UPSELL_RETENTION,85.41642552810524,HIGH,0.01388085093684144,0.0,1.0,6,208,57.27
759-9799,PRIORITY_UPSELL_RETENTION,85.91015998810904,HIGH,0.030338666270301504,0.30000000000000004,0.8,8,282,114.35000000000001
989-7599,PRIORITY_UPSELL_RETENTION,85.44360980597774,HIGH,0.014786993532591301,0.2,0.5,2,262,56.6
979-9897,PRIORITY_UPSELL_RETENTION,85.55687110977446,HIGH,0.018562370325815286,0.1,0.8,8,222,72.86
987-7956,PRIORITY_UPSELL_RETENTION,86.0168516748804,HIGH,0.03389505582934685,0.1,0.5,2,88,137.85999999999999
778-9776,PRIORITY_UPSELL_RETENTION,85.40954465242208,HIGH,0.013651488414069416,0.0,1.0,8,229,56.1
759-9769,PRIORITY_UPSELL_RETENTION,85.31742398560519,HIGH,0.010580799520173116,0.1,0.5,2,28,52.82
988-6996,PRIORITY_UPSELL_RETENTION,85.48989026253402,HIGH,0.01632967541780072,0.4,0.7,0,208,66.32
785-7688,PRIORITY_UPSELL_RETENTION,85.38675419424395,HIGH,0.012891806474798121,0.5,0.5,0,22,62.07
767-7865,PRIORITY_UPSELL_RETENTION,85.53402388285458,HIGH,0.0178007960951527,0.0,0.5,2,208,71.04
788-7757,PRIORITY_UPSELL_RETENTION,85.98405881546027,HIGH,0.03280196051534264,0.0,0.5,2,62,135.68
985-6597,PRIORITY_UPSELL_RETENTION,85.8436301508197,HIGH,0.028121005027323735,0.0,0.5,2,20,120.78
755-9557,PRIORITY_UPSELL_RETENTION,85.34655761964414,HIGH,0.011551920654804659,0.0,0.5,2,88,54.25
757-9878,PRIORITY_UPSELL_RETENTION,85.411759890547,HIGH,0.013725329684900181,0.0,0.8,6,28,65.82000000000001
755-9595,PRIORITY_UPSELL_RETENTION,85.98604503619536,HIGH,0.03286816787317859,0.1,0.5,2,82,129.51
778-7857,PRIORITY_UPSELL_RETENTION,85.39896837894604,HIGH,0.013298945964868109,0.6000000000000001,0.5,0,268,50.910000000000004
776-5676,PRIORITY_UPSELL_RETENTION,85.56799657190282,HIGH,0.018933219063427282,0.4,0.5,0,88,82.34
798-7759,PRIORITY_UPSELL_RETENTION,85.45506487684253,HIGH,0.01516882922808411,0.2,0.8,8,288,56.959999999999994
798-7785,PRIORITY_UPSELL_RETENTION,85.43136415649123,HIGH,0.014378805216374137,0.0,0.7,2,29,68.44
977-6779,PRIORITY_UPSELL_RETENTION,85.51659801411739,HIGH,0.017219933803913203,0.0,0.5,2,222,67.98
797-7779,PRIORITY_UPSELL_RETENTION,86.00528079477843,HIGH,0.03350935982594756,0.1,0.8,8,82,136.56000000000003
777-7587,PRIORITY_UPSELL_RETENTION,85.42094348089603,HIGH,0.014031449363201033,0.0,0.7,2,28,68.07
975-7799,PRIORITY_UPSELL_RETENTION,85.33290619430218,HIGH,0.011096873143406117,0.1,0.5,2,2,55.959999999999994
775-5885,PRIORITY_UPSELL_RETENTION,85.5056441146712,HIGH,0.01685480382237335,0.1,0.8,6,22,77.17
797-6777,PRIORITY_UPSELL_RETENTION,85.47517980464305,HIGH,0.015839326821435074,0.2,0.7,2,298,60.68000000000001
796-9777,PRIORITY_UPSELL_RETENTION,85.9334400533036,HIGH,0.03111466844345353,0.1,0.5,2,226,115.32000000000001
778-7875,PRIORITY_UPSELL_RETENTION,85.49457913841204,HIGH,0.01648597128040098,0.4,0.5,0,92,72.22
759-7797,PRIORITY_UPSELL_RETENTION,85.43186080256264,HIGH,0.014395360085421288,0.0,0.5,2,90,64.87
776-7879,PRIORITY_UPSELL_RETENTION,85.61921770106571,HIGH,0.02064059003552337,0.4,0.5,0,222,80.96
797-7969,PRIORITY_UPSELL_RETENTION,85.18232284475845,HIGH,0.00607742815861507,0.0,0.7,2,98,34.46
977-5778,PRIORITY_UPSELL_RETENTION,85.47107421354107,HIGH,0.01570247378470223,0.1,0.5,2,206,62.42
768-6789,PRIORITY_UPSELL_RETENTION,85.57064695445635,HIGH,0.01902156514854505,0.5,0.5,0,88,81.38
768-5979,PRIORITY_UPSELL_RETENTION,85.95608832041061,HIGH,0.03186961068035359,0.0,0.7,2,28,134.92
759-5768,PRIORITY_UPSELL_RETENTION,85.57958641295401,HIGH,0.01931954709846694,0.0,0.5,2,228,75.96000000000001
797-9789,PRIORITY_UPSELL_RETENTION,85.49606949706244,HIGH,0.016535649902081073,0.0,0.5,2,208,66.7
776-5986,PRIORITY_UPSELL_RETENTION,85.4488275916803,HIGH,0.014960919722676644,0.0,0.5,2,68,68.18
777-7977,PRIORITY_UPSELL_RETENTION,85.46505215640477,HIGH,0.01550173854682538,0.0,1.0,8,202,63.4
769-7579,PRIORITY_UPSELL_RETENTION,85.3508253445049,HIGH,0.011694178150163133,0.0,0.7,2,228,48.28
787-7689,PRIORITY_UPSELL_RETENTION,85.52008650803512,HIGH,0.01733621693450414,0.0,1.0,6,28,80.38
755-6577,PRIORITY_UPSELL_RETENTION,85.41380140428913,HIGH,0.013793380142971014,0.0,1.0,8,82,63.38
778-7787,PRIORITY_UPSELL_RETENTION,85.45830125851265,HIGH,0.015276708617088304,0.4,0.5,0,89,68.3
957-9987,PRIORITY_UPSELL_RETENTION,85.92812507155523,HIGH,0.030937502385174353,0.0,0.5,2,202,121.74
977-9989,PRIORITY_UPSELL_RETENTION,85.64411916546534,HIGH,0.021470638848844797,0.2,0.7,2,288,81.57999999999998
765-5979,PRIORITY_UPSELL_RETENTION,85.86819439179386,HIGH,0.02893981305979562,0.4,0.5,0,62,121.31
787-9787,PRIORITY_UPSELL_RETENTION,85.36122609694807,HIGH,0.012040869898268892,0.0,0.5,2,26,58.980000000000004
785-5978,PRIORITY_UPSELL_RETENTION,85.61010429064923,HIGH,0.02033680968830795,0.1,0.8,8,202,80.7
766-5575,PRIORITY_UPSELL_RETENTION,85.49327320043079,HIGH,0.01644244001435958,0.1,0.5,2,226,64.08
988-7767,PRIORITY_UPSELL_RETENTION,85.95777513029563,HIGH,0.03192583767652101,0.0,0.5,2,68,132.12
775-5975,PRIORITY_UPSELL_RETENTION,85.89741060801101,HIGH,0.029913686933700275,0.4,0.7,0,228,116.6
