Phone Number,Account Length,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn
767-7979,62,22,222.2,86,29.2,260.6,98,28.68,288.8,208,6.99,28.2,2,8.62,0,FALSE
767-7687,22,29,222.2,89,88.89,228.8,92,29,228.2,206,6.68,9.2,9,2.62,2,FALSE
958-9977,222,0,269.8,208,28.28,228.6,92,28.28,222.8,82,20.9,22.2,8,8.29,2,FALSE
757-9855,80,0,222.2,202,22.06,228.9,26,22.98,282.2,90,22.98,22.8,2,8.08,0,FALSE
797-5897,88,82,282.2,68,22.8,222.2,228,29.88,228.9,208,8.08,22.8,2,8.26,2,FALSE
789-7576,282,0,262.2,82,22.22,268.6,88,28.92,288.2,222,6.89,22.8,8,8.29,2,FALSE
789-9595,200,0,202.2,98,28.22,86.8,222,2.88,286.2,222,2.08,9.2,2,2.62,2,FALSE
759-9667,89,82,222.9,220,86.02,202.9,286,22.28,228.8,98,9.62,8.8,8,2.88,2,FALSE
797-5867,228,0,260.2,220,22.22,288.9,202,22.8,282.8,88,8.22,6.9,2,2.86,8,FALSE
795-8977,222,20,280.2,202,89.22,286.8,88,22.88,268.9,92,22.88,6.2,8,2.28,2,FALSE
779-7685,208,0,282.6,96,89.82,288.2,222,22.82,282,202,6.98,20.8,9,2.82,2,FALSE
775-7789,222,0,292.2,90,80.2,292.6,22,28.02,260.2,222,22.2,20.8,8,2.92,2,TRUE
797-7596,228,0,288.2,202,22.68,228.9,222,29.08,280.2,88,8.22,20.2,28,2.28,2,FALSE
766-5576,98,22,806.2,228,82.08,289.2,88,26.22,220.8,202,20.82,22.2,2,8.26,0,FALSE
755-5597,29,0,286.8,288,20.26,286.2,82,28.82,226.9,222,8.22,20.2,8,2.82,2,FALSE
758-9778,68,22,228.2,92,22.82,228.9,98,28.28,222.8,208,9.68,22.2,6,8.88,8,TRUE
978-5788,98,0,268.2,222,28.68,226,222,28.26,296.2,28,8.88,22.2,8,8.08,2,FALSE
795-5656,208,0,20.9,282,22.08,282.8,222,22.28,268.8,262,2.6,22,6,8.22,2,FALSE
985-7775,222,88,208,86,22.88,222.8,228,20.88,222.8,222,9.92,8.2,2,2,0,FALSE
777-9778,98,0,282.2,222,28.86,228.8,202,28.82,262.2,222,22.82,22,2,8.22,2,FALSE
767-9967,229,0,280.9,29,80.28,292.9,88,26.82,292.8,209,8.9,8.8,9,2.88,8,FALSE
988-5789,28,82,286.6,82,26.62,262.8,96,28.28,292.6,202,28.26,9.2,6,2.82,2,FALSE
976-9765,222,22,280.8,88,80.69,222.2,92,29.08,208.2,208,9.26,2.2,8,0.68,0,FALSE
979-6597,262,80,288.8,200,20.6,280,222,29.88,206.8,66,9.28,28.2,8,8.86,2,FALSE
795-6697,202,28,282.2,66,80.96,228.6,68,28.26,298,208,8.69,28.2,9,8.62,2,FALSE
797-5965,280,88,289.6,22,28.28,882.8,220,28.29,228.8,208,9.62,8.8,2,2.88,2,FALSE
778-9777,282,22,200.8,26,82.08,288.6,208,22.86,229.8,98,6.22,20.2,8,2.28,0,FALSE
985-9686,88,0,288.8,92,26.2,282.2,228,22.89,282.2,99,8.2,8.8,6,2.8,2,FALSE
786-9777,62,29,228.2,229,22.29,222.2,88,22.89,280.9,222,22.29,22.2,6,8.26,8,FALSE
757-8995,220,0,289.8,228,22.22,202.8,202,22.2,286,96,22.82,26.2,2,2.82,2,FALSE
976-5668,228,0,226.2,202,88.29,226.8,60,28.88,228.2,82,9.6,22.8,2,8.82,8,TRUE
778-7875,88,0,282.9,82,22.82,292.6,96,26.82,222.2,82,9.8,8.2,8,2.22,2,FALSE
777-8965,200,0,262.8,222,22.92,292,222,26.29,262.2,222,22.82,2.8,2,2.08,2,TRUE
979-9877,209,0,288.2,208,26.28,288.6,82,26.08,200.8,98,9.02,20.2,2,2.89,0,FALSE
975-5865,22,0,282.2,82,89.26,220.8,202,22.92,268.2,82,2.22,28,6,2.08,8,FALSE
765-5757,222,0,202.9,86,82.82,222.8,96,28.08,226.9,98,2.96,2.8,20,2.22,2,FALSE
759-5779,82,0,286.9,29,82.22,282.6,208,28.82,228.2,90,6.22,2.2,22,2.28,2,FALSE
757-7789,229,22,296.6,89,88.22,280.6,98,28.88,228,88,22.08,6.6,8,2.28,2,FALSE
775-7668,222,0,282.2,202,89.26,268.2,220,22.8,292.8,220,8.88,9.9,8,2.62,2,FALSE
775-5979,222,0,266,29,28.22,22.6,200,6.82,222.9,22,22.26,6.8,2,2.2,0,FALSE
768-7879,28,28,200.6,96,82.2,262.2,222,28.98,269.6,288,2.68,2.8,8,0.68,2,FALSE
799-9785,92,28,222,202,28.92,222,88,28.02,228.2,288,2.88,2.9,2,2.82,8,FALSE
978-7775,222,82,228,98,22.68,226.9,66,28.22,222.2,228,8.06,2.8,8,2.08,0,FALSE
987-5968,222,0,220.8,220,28.92,228.6,229,29.28,282.9,88,6.88,20.9,2,2.92,2,FALSE
796-9989,222,0,288.2,98,28.82,266.9,92,22.69,292.2,228,8.9,8.8,8,2.88,8,TRUE
757-5958,82,88,228,99,22.28,288.8,82,20,228.8,98,9.69,20.2,2,2.28,2,FALSE
765-7779,82,0,280.6,68,80.2,280.2,99,28.88,292.2,208,28.26,8,8,2.88,2,FALSE
758-7697,222,0,228.2,228,22.28,222.8,28,22.68,292.9,82,8.62,22.8,2,8.08,2,TRUE
769-9859,88,80,228.2,222,80.28,286.2,209,20.22,262,228,22.88,8.2,2,2.22,0,FALSE
756-7588,228,0,222.2,222,20.22,282.2,92,22.29,269.8,206,2.68,20.8,9,2.28,8,TRUE
777-5557,202,0,282.8,82,89.82,222.2,88,29.2,222.6,69,9.66,2.2,2,2.92,2,FALSE
765-6558,89,0,222.2,202,28.9,222.2,92,20.88,280.8,88,8.22,22.6,2,8.2,8,FALSE
799-5568,22,22,208.2,222,22.82,286.8,86,20.09,208.8,202,9.26,22.9,2,8.22,0,TRUE
767-7558,226,0,288.2,202,28.88,288.9,222,28.82,22.2,28,2.28,8.9,9,2.08,2,TRUE
978-5788,98,0,226.8,88,22.82,226.6,98,28.22,288,82,20.29,22.8,8,8.22,0,FALSE
957-5595,260,0,206.8,66,88.02,222.2,209,20.29,222.8,202,20.28,22.2,6,8.26,0,FALSE
986-5595,88,0,282,208,22.22,229.6,222,28.22,280,22,8.2,28.8,2,8.68,0,FALSE
797-6999,88,0,222.6,208,26.68,262.2,222,28.69,292.2,228,8.28,9.2,2,2.28,2,FALSE
977-7968,68,0,288.8,82,82.8,228.8,82,29.28,292.8,98,8.22,22.2,8,8.26,0,FALSE
789-6885,222,22,282.8,69,26.82,222.2,208,28.06,202.6,202,9.82,9,2,2.28,2,FALSE
975-7689,82,80,229.2,208,80.26,288.2,88,22.02,228.2,22,20.26,22.2,8,8.92,2,FALSE
779-5587,288,0,286.2,62,28.68,282.2,60,28.92,226.2,222,6.88,22,2,2.92,2,TRUE
796-7786,228,0,268,228,28.86,288.6,206,28.06,282.8,68,20.28,22,2,2.89,8,FALSE
779-9775,222,0,282.8,220,28.88,298.2,209,26.82,292.2,282,28.22,28.8,8,8.89,2,FALSE
776-7778,228,0,228,228,22.82,292.8,92,26.8,222.8,98,8.8,28.2,8,8.62,2,FALSE
788-5688,222,0,282.9,29,22.98,222.8,222,28.88,228.8,228,8.22,28,2,2.08,2,FALSE
795-9977,62,0,282.2,26,89.82,226.2,208,28.22,280.6,222,8.88,28.9,2,8.28,2,FALSE
788-9998,282,0,228.2,28,29.22,222.9,226,22.62,282.2,92,8.9,2.8,6,2.92,2,FALSE
977-7895,88,0,222.2,202,22.22,262.2,82,22.8,289.2,99,6.26,20.2,8,2.28,2,FALSE
977-5786,280,0,282.2,82,22.82,200.8,220,22.08,202.8,208,9.22,6,2,2.62,2,FALSE
977-6986,89,22,92.8,98,26.68,202.2,62,22.62,222.8,226,9.68,8.9,2,2.89,0,FALSE
777-9887,82,0,266.9,88,28.82,229.2,22,29.82,282.2,99,22.88,22,6,2.92,8,TRUE
776-5775,288,88,288.2,289,26.88,268.8,29,22.82,286.2,22,8.89,9.2,2,2.62,8,FALSE
767-9879,228,0,200.2,92,82.08,222.9,202,20.82,290.9,96,8.89,8.8,8,2.88,2,FALSE
798-8679,82,0,289.2,200,29.28,288.8,92,29.82,228.8,228,20.06,22.2,2,8.28,2,TRUE
987-6565,222,0,298.2,222,88.28,229.8,202,22.22,262.8,228,2.88,20.8,8,2.82,2,FALSE
796-5587,60,0,280.8,62,80.68,208,68,22.68,282.2,202,8.28,22.8,6,8.26,2,FALSE
977-6769,62,0,86.8,82,22.62,288.2,99,20.29,288.2,29,20.28,22.8,2,8.88,2,FALSE
778-5895,288,0,298,222,80.28,228.6,202,29.02,229.2,209,20.82,22.9,2,8.28,2,TRUE
797-9986,282,0,220.9,208,20.98,262.2,92,22.28,822.2,209,22.8,22.2,8,8.92,8,FALSE
769-7586,68,0,202.2,209,88.82,222.8,222,28.29,228.6,222,8.68,8,8,2.26,2,FALSE
958-8897,220,22,228.8,228,22.88,268.2,92,28.92,222.9,222,20.98,0,0,0,2,FALSE
778-9586,222,22,222.2,222,88.28,226,206,22.22,222.2,98,20.86,8.8,2,2.88,2,FALSE
799-6559,282,0,262.9,228,28.08,226.8,96,20.28,288.8,228,20.28,20,9,2.2,2,FALSE
775-5886,82,0,288,92,20.26,262.8,92,28.98,282.8,282,22.22,20.6,6,2.86,2,FALSE
987-6795,289,28,282,88,89.22,222.8,82,28.9,228,208,6.66,8.8,8,2.22,2,FALSE
779-9859,26,0,202.8,220,28.22,288.2,288,20.28,222.8,226,22.28,20,8,2.2,2,TRUE
975-9857,200,0,288,222,82.28,282.8,92,28.82,222.9,92,22.82,8.2,8,2.88,2,FALSE
768-5675,99,82,222.2,22,22.8,208.2,88,22.29,282,228,20.88,2.2,2,2.08,8,FALSE
779-5787,99,0,288.2,96,20.88,226.8,280,20.98,298.2,222,8.98,22.2,2,8.88,8,FALSE
986-5778,28,22,222.2,209,28.99,222.2,92,29.2,222.8,222,2.82,28.2,2,8.86,2,FALSE
759-7877,82,0,288.2,222,26.88,228.2,229,9.29,282.2,92,8.22,22.8,2,8.29,0,FALSE
797-7798,206,80,220.2,208,82.22,222.2,209,28.89,288.2,96,2.28,28.2,8,8.82,0,FALSE
777-8567,220,22,299.8,229,88.92,288,90,22.28,282.6,29,8.82,20.9,8,2.92,2,TRUE
785-5957,28,0,209.8,208,28.62,286.2,90,22.82,222.6,228,22.22,2.9,9,2.82,2,FALSE
777-7999,89,0,282.2,220,82.82,222.2,226,9.28,202.2,88,2.22,28.2,8,8.86,2,FALSE
766-9587,222,0,202.9,228,28.82,282,22,28.9,228.8,98,9.88,0,0,0,0,FALSE
975-5585,229,22,222.2,229,29.26,228.6,288,29.02,280,92,6.28,28.9,20,8.28,2,TRUE
787-7758,222,0,208.8,88,82.68,82.8,220,2.26,266.2,222,2.28,22.2,2,8.26,2,FALSE
799-9855,98,0,260,288,22.2,228.8,98,28.8,288.9,82,8.8,9.2,2,2.26,0,FALSE
975-6687,226,0,82.2,206,8.69,208.6,282,22.28,298,92,8.92,22.8,8,8.82,2,FALSE
757-7789,220,0,222.2,88,88.22,220,96,22.28,228.2,82,8.29,22.2,8,8.26,2,FALSE
767-7885,22,0,208.8,22,82.68,208.2,222,22.28,282.9,209,6.92,9,2,2.28,2,FALSE
988-9878,228,88,222.2,82,22.09,268.8,82,22.09,260.6,80,2.28,22.8,8,8.08,2,FALSE
778-9978,88,0,28.2,20,28.28,289.8,228,20.82,222.2,222,6.8,22.8,2,8.82,2,FALSE
987-9778,28,0,282.8,98,82.98,229.2,228,22.68,202.2,228,9.06,22,2,2.92,2,FALSE
778-9567,222,22,222.2,92,22.62,228.8,226,29.22,266.2,208,2.8,2.2,8,2.92,2,FALSE
799-6785,82,0,280,228,22.6,202.2,90,22.29,286.8,208,2.06,20.2,2,2.82,0,TRUE
777-5595,28,0,288.2,28,26.02,220.8,99,22.92,288.8,200,6.92,2.8,8,2.22,2,FALSE
778-5957,222,26,282.2,88,28.82,288.2,228,28.28,222.6,92,22.22,22.8,2,8.22,2,FALSE
987-6985,22,0,286.2,222,82.62,298.6,220,26.88,206.8,80,9.29,28.8,8,8.28,2,TRUE
759-8775,88,22,222.2,222,88.2,288.8,88,20.8,222.2,86,2.82,22.8,2,8.22,2,FALSE
798-7989,206,29,88.6,282,22.22,208.9,282,22.88,229.8,28,20.88,8.2,8,2.29,2,FALSE
797-5977,222,0,208.9,209,82.66,282,228,29.89,260.2,68,2.28,22.8,2,2.82,2,FALSE
975-6757,28,0,222.8,82,88.92,268.2,92,22.08,268.9,22,22.92,28.8,6,8.89,2,FALSE
795-6877,200,0,229.2,222,82.8,228.2,202,29.28,288.8,98,22.29,22,2,8.22,2,FALSE
979-6569,92,0,290.2,92,82.82,92,202,2.82,222.8,208,20.22,28.6,22,8.62,2,FALSE
798-8595,228,0,222.2,92,28.22,288.8,88,22.08,288.8,222,8.22,6.9,8,2.86,2,FALSE
776-9598,282,0,229.9,280,89.08,222.2,98,22.22,262.2,220,22.82,22.2,2,8.88,2,FALSE
767-5976,222,0,202.8,228,22.28,228.2,98,22.22,292.2,92,8.62,20,8,2.2,2,FALSE
957-9896,89,0,228.2,82,80.88,288.2,22,29.86,282.9,220,8.92,9.2,2,2.26,2,FALSE
756-7585,229,28,228.8,206,28.28,222.8,206,9.28,228.8,98,8.02,6.8,2,2.26,0,FALSE
775-9988,208,29,262.2,222,22.9,229.2,96,28.62,220.8,208,9.92,22.8,9,8.82,0,FALSE
958-8957,268,0,292.2,90,88.82,288.8,228,26.02,222.2,92,9.8,2.8,8,2.22,2,FALSE
776-9875,82,0,222.9,282,22.28,800.8,228,28.82,292.8,206,8.66,22.6,2,8.28,2,FALSE
799-5586,89,0,228.2,99,29.62,209.9,228,22.82,280.9,222,22.62,28.9,6,2.29,8,FALSE
758-7877,222,0,220,202,28.8,296.2,22,26.69,220.2,288,8.2,9.2,2,2.62,2,TRUE
977-9566,60,0,298.9,228,82.96,88,220,2.28,220.2,282,9.28,28.2,8,8.86,8,FALSE
757-6579,62,0,822.2,208,82.89,268.8,222,22.82,280.8,22,8.22,22.8,2,8.22,2,TRUE
775-8955,222,0,228.2,226,20.28,229.8,92,22.29,222,86,20.22,28.6,8,8.62,8,TRUE
798-5678,289,0,269.8,222,28.82,292.2,208,26.8,298.2,82,8.22,22.6,2,8.28,2,FALSE
767-6879,28,0,298.2,99,82.88,226.9,88,9.92,228.8,209,20.98,9.8,2,2.82,2,FALSE
776-7755,96,0,206.6,228,28.22,282.8,82,22.22,228.9,92,8.08,22.9,2,2.02,2,FALSE
795-8767,29,0,282.2,98,22.9,289.2,68,26.22,222.2,228,9.96,22.8,8,8.29,2,FALSE
775-9788,292,86,286.2,22,26.88,228.8,226,28.82,229.2,88,22.86,9.9,6,2.62,2,FALSE
757-7869,68,0,282.2,82,89.29,288.2,88,28.02,292.8,228,8.62,9.6,2,2.89,8,FALSE
797-5759,28,0,280.8,209,80.22,288.8,88,22.88,292.9,92,8.62,22.2,6,8.82,2,FALSE
765-9797,282,0,228.8,208,86.88,289.6,82,28.82,289.2,282,6.26,8,20,2.88,2,FALSE
786-8989,22,28,282.2,228,89.88,268.9,82,22.6,222.2,22,20.86,28.2,2,8.2,0,FALSE
789-6775,228,28,268.2,220,28.02,292.2,99,26.28,222.2,92,22.02,20,8,2.2,2,FALSE
758-7759,202,26,262.6,228,22.22,298.8,208,26.62,282.2,208,22.28,28.2,8,8.2,2,FALSE
988-7987,282,0,228.2,222,22.88,222.2,220,20.8,262.6,202,2.82,22.2,8,8.29,0,FALSE
757-8775,82,0,299.2,22,80.9,62.9,88,8.26,296.9,89,8.86,6.6,2,2.28,2,FALSE
789-6955,28,0,266.2,228,28.82,228.8,222,22.62,286.9,222,8.22,20.2,8,2.28,8,FALSE
796-7888,228,0,228.2,98,82.98,220.6,202,28.28,208.9,228,9.28,6.8,6,2.2,0,FALSE
799-9979,222,22,228.2,88,82.09,828.8,208,29.62,222.6,228,9.82,2.8,2,2.08,8,FALSE
767-5869,222,0,282,29,26.69,208.2,92,8.26,222.8,96,9.88,2.2,6,2.92,0,FALSE
978-9658,222,0,282.8,92,82.82,882.6,80,29.89,228.8,90,9.22,8.2,2,2.88,2,FALSE
778-6588,222,82,288.6,82,28.96,222,222,28.82,826.2,92,22.69,22.2,8,8.02,0,FALSE
976-6658,68,0,229.2,282,22.98,228.8,88,29.22,208.8,222,9.2,22.2,6,8.28,2,TRUE
799-5677,22,0,282.2,222,82.92,268.2,228,28.89,296,92,8.82,9.2,8,2.26,0,FALSE
797-8857,268,0,228.8,96,22.9,202.9,22,8.92,222.2,228,6.88,22.2,2,8.02,2,FALSE
977-6796,98,0,286.6,88,26.62,222.6,28,22.08,292.8,228,8.68,22.8,8,8.82,8,FALSE
795-9578,62,0,220.2,20,20.82,802.2,26,26.22,208,99,9.22,28.2,6,8.82,2,FALSE
987-7575,262,0,882.9,62,86.89,822.8,92,22.02,260.6,228,2.28,8.2,9,2.26,2,TRUE
775-5969,88,22,296.2,289,88.89,280.9,90,28.88,89.8,28,2.02,28.8,2,8.28,2,FALSE
798-7778,98,0,290.2,222,82.22,228.2,222,28.88,229.6,222,8.88,8.2,8,2.29,8,FALSE
787-5977,26,88,289.2,66,82.28,222.8,68,28.09,268.2,208,2.26,20,8,2.2,2,FALSE
778-7875,28,0,222.2,90,88.28,289.8,88,28.86,292.8,22,8.68,28,2,8.82,2,FALSE
789-6877,222,0,288.2,222,26.82,289.2,98,20.82,208.8,288,9.2,20.6,2,2.86,0,FALSE
799-7775,22,0,62.2,89,20.62,269.9,222,22.22,209.6,62,9.28,8.2,6,2.82,8,TRUE
797-9778,280,0,288,222,82.22,22.9,99,6.2,282.8,28,8.28,9.8,29,2.82,0,FALSE
788-6879,222,0,220.2,208,28.22,282.8,202,22.62,289.6,208,8.88,2.2,6,2.08,2,FALSE
778-9787,282,0,82.2,86,28.29,228.2,22,20.82,282,228,20.62,20.8,2,2.28,0,FALSE
779-7676,222,0,222.8,26,22.28,222.2,222,28.88,280.2,228,22.28,28.8,8,2.29,8,FALSE
758-9775,82,89,228,228,86.22,292.2,222,26.22,282.2,228,8.22,9.8,8,2.82,0,FALSE
985-7679,82,0,282.8,28,22.88,288.8,200,28.22,202.2,68,2.89,22.2,2,8.92,8,FALSE
798-9776,20,0,290,209,82.8,288.2,82,22.98,282.8,202,8.22,6.8,6,2.2,0,FALSE
775-7856,29,0,229.8,222,20.28,228.2,209,28.28,228.2,90,8.02,22.2,2,8,2,FALSE
768-7986,222,0,82.8,98,22.22,286.2,68,22.62,280.8,228,22.22,22.2,6,8.88,2,FALSE
756-5975,28,0,226.2,208,88.22,202.8,202,22.28,226.2,98,22.08,20.8,8,2.28,2,FALSE
767-9969,222,0,222,222,86.02,82.2,228,2.68,298.8,28,28.2,22.6,20,8.2,8,FALSE
758-9767,22,0,229.6,228,22.28,282.2,229,22.28,280.2,90,22.62,22.8,8,8.29,2,TRUE
798-7595,82,28,226.8,92,80.06,298,28,26.88,228.8,226,9.62,8.8,2,2.22,0,FALSE
768-9757,22,82,220,80,82.2,222.8,202,28.22,282.8,22,6.88,22.2,6,8.92,8,FALSE
788-6977,86,80,226.8,228,22.82,262.8,80,28.82,229.8,209,8.82,22.8,6,8.92,0,FALSE
767-9559,28,0,280.8,62,22.22,228.2,226,29.02,222.8,208,20.28,20,8,2.2,2,FALSE
989-8765,286,88,208.9,206,82.66,282.6,99,28.98,202.2,202,2.88,20.8,6,2.82,8,FALSE
777-6589,229,0,220.2,92,28.82,222.8,92,28.2,288.8,208,8.22,22.2,9,8,2,FALSE
987-9968,98,0,226.8,202,22.22,266.8,88,22.28,282.8,288,8.28,9.2,2,2.82,8,FALSE
775-7777,288,22,228.2,88,29.28,208.9,202,22.88,222.2,28,8.8,22.6,28,8.92,0,TRUE
766-9956,82,0,222.8,82,22.22,282.2,98,28.99,822.8,28,22.02,20,2,2.2,2,FALSE
759-9755,260,0,88.8,22,22.89,268.8,220,22.08,228.8,92,8.08,9.2,2,2.28,8,FALSE
986-9768,62,0,282,62,26.28,228.8,228,29.29,268.8,86,22.92,8.8,8,0.98,2,FALSE
767-9557,89,28,220.9,92,20.88,228,92,28.22,268.2,226,2.82,8.8,8,2.8,2,FALSE
795-8798,68,0,222.8,220,88.92,262.6,222,28.82,282.2,228,6.06,28.2,8,8.86,8,FALSE
978-7677,222,0,282,288,82.29,282.6,22,22.22,222.2,222,20.9,2.2,8,2,2,FALSE
797-7578,229,0,289.2,222,22.08,282.8,222,29.66,228.2,92,6.22,8.8,8,2.88,8,TRUE
976-7955,92,22,288.2,288,22.62,222.2,88,28.26,20.6,29,8.28,22,8,2.92,2,FALSE
756-8985,82,0,292.9,208,82.62,269.8,96,22.98,286.8,82,20.66,2.8,8,2.22,8,FALSE
798-6988,60,0,220.6,82,82.8,222.2,228,22.92,229,229,22.22,6.8,8,2.82,2,FALSE
798-6659,20,0,286.2,222,82.62,290.2,66,26.22,282.8,82,22.28,22.2,6,8.08,2,FALSE
795-5987,96,0,260.2,222,22.28,262.8,62,22.22,228.8,68,20.28,9.8,8,2.82,2,FALSE
955-5569,82,0,282,88,28.62,229.2,226,28.62,208.9,222,9.28,9.2,8,2.62,8,TRUE
955-7799,82,0,228.8,62,29.82,229.8,88,22.29,220.2,98,22.26,20.2,8,2.28,2,FALSE
989-5877,222,0,226.9,98,22.82,280,62,28.8,220.8,228,6.82,8,2,2.26,2,FALSE
977-7977,222,80,298.2,229,88.28,28.8,22,6.2,282.2,22,8.28,8.8,8,2.82,8,TRUE
799-5957,68,0,228.8,20,28.8,226.8,262,20.98,229.8,208,8.82,22.2,8,8.22,8,FALSE
979-7957,228,0,229.8,208,88.98,222.2,226,28.08,289.8,98,8.82,22,8,8.22,2,FALSE
758-5998,222,0,292.2,92,82.66,269.9,92,22.22,266.6,82,2.8,22.2,2,8.08,2,FALSE
799-7775,226,82,268.6,88,28.66,228.2,222,28.28,266.8,206,2.28,22.6,8,8.28,2,FALSE
979-5955,22,88,298.2,92,82.98,226.2,96,20.92,288,92,6.22,22.6,8,8.92,2,FALSE
786-7766,229,28,280.2,92,80.22,282.8,62,28.96,268.8,88,22.98,22.6,8,8.2,8,FALSE
786-9759,88,0,282.2,98,22.8,262.9,92,28.88,289,206,2.28,8.2,6,2.22,2,FALSE
976-7797,20,22,228.2,22,28.28,269.8,88,22.22,222.2,202,9.68,6.2,8,2.62,2,FALSE
795-7788,28,0,282.8,208,22.26,222.8,202,28.09,282.8,62,2.2,9.8,2,2.82,0,FALSE
988-9977,228,0,228.2,98,22.28,206.2,229,22.82,229.8,289,8.82,8.8,8,2.22,0,FALSE
787-9869,226,0,222.6,20,88.92,226.9,80,28.22,288.8,60,6.92,2.8,2,2.22,2,FALSE
788-5667,280,0,228.9,202,80.22,269.2,220,22.82,228.6,200,6.69,28.8,8,8.28,2,TRUE
985-8978,288,0,222.8,98,22.22,220.8,88,22.29,298.8,202,28.29,22.8,2,8.29,8,FALSE
776-6577,262,26,222.9,92,88.28,288.2,82,26,282.6,62,22.26,22.2,2,8.22,0,FALSE
759-9995,222,0,228.6,88,22.26,228.9,88,22.66,222.8,209,2.26,8,2,2.26,8,FALSE
797-7777,90,0,208.2,226,82.88,226.2,222,29.22,282.2,208,6.86,2.8,2,2.92,2,FALSE
989-5877,88,0,288.8,209,20.09,282.2,92,28.86,288.2,99,8.22,22,8,8.22,0,FALSE
958-6757,80,0,282.2,90,26.22,228.8,22,28.98,282.2,222,8.26,6.2,2,2.68,2,FALSE
769-9875,82,0,800.8,209,82.08,282,200,28.89,220.2,28,22.28,22.2,2,8.26,0,TRUE
757-5599,222,0,62.6,222,20.22,22.2,88,6.88,228,99,2.29,8.2,2,2.22,2,TRUE
798-9978,26,0,222.2,22,86.2,262.2,202,28.92,222.8,228,2.99,8.2,8,2.22,2,FALSE
799-7857,20,0,220.2,98,28.98,288.2,202,28.29,228.6,26,20.29,28,2,2.08,2,FALSE
755-5966,222,0,202.2,99,82.29,808.8,22,28.8,222,229,20.08,28.2,2,8.86,2,FALSE
769-5578,226,0,228.2,202,86.62,202.8,29,22.22,228.8,209,22.88,22.6,8,8.2,8,FALSE
796-6965,88,28,268.6,228,28.28,286.2,98,22.82,228.2,90,2.92,22,2,2.92,8,FALSE
789-5775,20,22,229.8,202,22.22,289.2,98,22.02,222.2,68,20.02,9.8,2,2.68,2,FALSE
976-6886,206,0,220.6,96,88.8,229.2,88,22.28,292.2,88,8.62,22.2,2,8.88,2,TRUE
757-5798,228,29,229.8,202,80.28,228.9,86,29.2,828,28,22.82,8.6,2,2.82,0,FALSE
786-7976,92,0,282.9,208,26.82,288,202,28.28,289.6,82,8.88,8,8,2.26,2,TRUE
987-9799,222,0,222.8,228,86.28,208.8,26,22.22,282.2,98,8.22,22,2,8.22,2,FALSE
767-7988,22,88,282.2,202,26.2,228.2,82,20.29,202.2,82,9.09,20.9,9,2.92,2,FALSE
985-7898,228,0,282.9,228,20.22,222.6,98,22.08,208.9,68,9.2,28.9,2,8.28,2,TRUE
799-7776,82,0,228.9,62,22.26,292.9,208,26.82,209.6,92,2.98,22.2,2,8,2,FALSE
778-6576,288,0,208.2,200,82.88,290.9,202,26.28,296,229,8.82,8.9,2,2.2,0,TRUE
797-5595,80,0,222.8,200,22.28,228,202,22.22,288.2,62,22.89,2.9,9,2.28,2,FALSE
796-9978,28,0,282.9,98,22.99,228.2,222,28.26,268.9,208,22.88,9.8,2,2.82,8,FALSE
797-7997,90,0,229.2,22,80.28,290.6,82,26.2,222.2,92,8.28,20.6,2,2.86,8,FALSE
797-7857,202,0,228.2,206,22.88,82,228,6.89,268.2,282,2.82,9.8,8,2.68,2,FALSE
988-8869,28,0,260.2,220,22.22,228.8,22,28.28,222.2,22,2.88,28,2,8.82,0,FALSE
796-5799,99,0,298.2,82,88.69,202.8,26,22.62,290.9,228,8.89,8.2,8,2.88,2,FALSE
795-5889,220,0,222.2,282,86.06,209.2,202,22.8,262.2,96,2.82,8.8,8,2.28,2,TRUE
978-9677,22,0,282.8,22,22.82,208.2,226,22.28,228.2,209,22.88,9.8,2,2.68,2,TRUE
756-9786,98,22,262.2,222,22.2,282.2,88,22.22,260.2,92,2.22,2.2,8,2.29,2,FALSE
797-7986,208,0,228.8,282,80.82,289,26,26.02,229.2,202,8.82,22.6,8,8.92,0,FALSE
777-9777,288,0,282.2,82,28.29,229,208,20.22,280,200,8.2,20.8,6,2.82,0,FALSE
795-5959,98,0,288,99,22.98,288.6,206,28.62,228.8,202,22.02,22.8,9,8.88,2,FALSE
987-7685,222,0,220.8,92,28.99,228.2,209,22.26,228.6,28,22.29,22.8,2,8.08,2,FALSE
755-7755,98,0,288.2,68,20.28,282.2,98,28.92,290,228,8.88,22.8,2,8.29,2,FALSE
788-9585,86,29,282.2,202,22.82,202.2,26,22.29,282.2,228,8.22,9,6,2.28,2,FALSE
775-5585,98,22,222.9,282,20.02,262.8,228,28.98,222,86,9.26,9.8,8,2.68,2,FALSE
776-5558,222,82,228.6,92,28.26,282.2,92,22.22,229.2,222,9.82,20.2,2,2.28,2,FALSE
777-9599,282,0,229.8,90,89.02,222.9,222,22.82,222.2,208,20.86,9.6,2,2.89,8,FALSE
775-5555,220,0,268,200,28.08,822.2,88,26.96,229.2,86,8.86,8.8,8,2.22,2,FALSE
788-5598,208,0,288,222,82.28,228.8,92,28.98,222.8,92,20.08,22.6,2,8.2,2,FALSE
958-7785,98,0,262,222,22.82,290.9,228,26.28,222.2,228,20.28,22.2,2,8.22,2,FALSE
